Input,Product,Quantity,Tags
•�� 6:50 PM 72% - 6
1111111
5TH GRADE SUPPLY LIST
Pik
4
5
Y'1
Napo /Cols,Cols,Multiple,
Podc
ell ' rpi,ell,1,
om
ackag . ' Rein,Rein,1,
apetWide Ruiel 0.
Dixon Shar #2 Pen,Dixon Pen,1,
rasabie Papermatit Blacic p
ackage of Assorted Color D,Assorted Color,1,
arke
ackage ' ''''' ' allow Post % Not
Roll of Scotch gape ! plastic dispen,Scotch gape plastic,1,Roll
Pair of Fiskars Bluntip Scisso
Eimers Glue Stick washabl,Glue Stick,1,
ackage of (6) Assorted Color ' ghlight,Assorted Color,1,
ackage of Index Card Rul,Index Card,1,
"00/Pk, Whit",Whit,00,
oll of 2 ' I Pa
1 - 1
11
owel
",1 r"
r
�~ '
1
i
S
c
•
