Input,Product,Quantity,Tags
••••° T -Mobile,Mobile,1,
10:39 AM
wwwl.pgcps.org
C10 70%Mi.
First Grade
1- Standard Size Backpack,Standard Size Backpack,1,
4- Packs of 24 crayons,crayons,4,Packs
6- Elmer's Glue Sticks,Elmer Glue Sticks,6,
1- Package of Color Pencils (12 pack),Color Pencils,1,Package
4- Packs of #2 Pencils (No mechanical Pencils),Pencils,4,Packs
1- Bottle of Elmer's White Glue,Elmer Glue,1,"Bottle,White"
1- Pack of Washable Markers,Washable Markers,1,Pack
5- Composition Books,Composition Books,5,
1- Ruler (inches and centimeters),Ruler,1,
2- Pairs of Blunt Scissors (Fiskars are best),Pairs Blunt Scissors,2,
4- Plastic 2 -Pocket Folders,Plastic Pocket Folders,4,
1- Zippered Pencil Pouch (No Pencil Boxes),Zippered Pencil Pouch,1,
4- Dry Erase Markers,Dry Erase Markers,4,
3- Pink Rectangle Erasers,Rectangle Erasers,3,Pink
