Input,Product,Quantity,Tags
on -Endicott Supply List - Grade 3,Endicott,3,
2 packages #2 pencils,pencils,2,packages
2 composition notebooks,composition notebooks,2,
"4 plastic pocket folders - red, green, blue, yellow",plastic pocket folders red green blue,4,yellow
1 box 24 crayons,crayons,1,box
2 black dry erase markers,dry erase markers,2,black
Post -it Notes,Post Notes,Multiple,
2 yellow highlighters,highlighters,2,yellow
1 pair kid scissors,kid scissors,1,pair
1 package of colored pencils,colored pencils,1,package
2 glue sticks,glue sticks,2,
1 small box to hold supplies,small hold,1,box
