Input,Product,Quantity,Tags
VrnK(ldensalea Ot Sonnk I.M
On* (II NastetMa
Iwo(2)eaNl 2Wtlots.Isb&
O•*( II C•.Yn Bo. ISAW Snare M.Nkl+MN11NSY br<had to weal
"Ilvee13) C,.roNC•.yons • B CaeM, LugC(SYO(. Nw IM.WO"
IaA NI Boss C:.ya C..yoa • BCaa•s Snag Crryons,Boss Snag,1,
Ow (I1 Sams Wk SMNaf IStN B40a1•ubal
yaA (1) Baas Now Iowb
On* (I) Brf 23a4 . rows,rows,Multiple,
On* (II ...V Lggkpyy S Ona(bllvaom coal
Ons(1)0• awing Pat
Iwo 12) 0dI1 r pul.• ua.h up.
On* (I) Colo..% Bas (La N),Colo Bas,1,
Iwo it) Packs Wsl Wlpti -NMbdMdualy Wrpp.d
5[had SNOW) 'No 1alwSdsod Bor.IN..I.I
""
.drlrl Ro p1 a1n School Bp)(1ab.1)
al Ono (115a May Cb1has to Be Kam In Waal Bp (bulI13M u W Ivw and nab),Ono,1,
.d  04. attached gem) l.)
Ono (1) 3 Bark Min TShInsNurChlds9M),Ono Bark Min,1,
Boys -1 My91.Saad While vpu M4W (No Smolosnk I.IB. bm al pion ado bap:
Gtlk 1 Mi Small Disposable BONS (no Wpr than 12a'111.18 box al won toe ipa bap.
Sar.41.•1•11•••••••1 SAW. • t.o14No0.1a1lmeNBN.,SAW,1a1lmeNBN,
M Ono Boa of Lisp Crayons In Sawn MMII. Contain.. (IAA. MOIhv Boos In ZMo. Bag ++Ib Cl lds
Name. Woo Crayons in Boar.
PLEASE NOTE: ASZOODRE FON ART SNIMIES NYLL M COIIECIED ON SIABTO0 Day. THIS !EC Sg01OBE
GIVEN TO YOUR WW1 EEAOIER,GIVEN YOUR,1,
