Input,Product,Quantity,Tags
School Supply List - September 2017
"""Folder Organization""",Organization,Folder,
f-aptc2i
/1 ra Box C ola Colored Pencils - $ count t t r S,Colored Pencils,1,Box
�l Y
✓l Blue Plastic Pocket Folder,Plastic Pocket Folder,1,Blue
1 Orange Plastic Pocket Folder ' t •,Plastic Pocket Folder,1,Orange
3 Purple Plastic Pocket Folder,Plastic Pocket Folder,3,Purple
1 Red Plastic Pocket Folder ci Vm',Plastic Pocket Folder,1,Red
1 Yellow Plastic Pocket Folder o',Plastic Pocket Folder,1,Yellow
1 Black Plastic Pocket Folder,Plastic Pocket Folder,1,Black
"1 Black Plastic Pocket & Prong Folder - k)\0 , S"
"Plastic Pocket & Prong Folder C� y 0 ;' ,",Plastic Pocket Prong Folder,1,
1 Blue P
2 Orange Plastic Pocket & Prong Folder,Plastic Pocket Prong Folder,2,Orange
2 Purple Plastic Pocket & Prong Folder ',Plastic Pocket Prong Folder,2,Purple
1 Red Plastic Pocket & Prong Folder c?v ( Q\ �t,Plastic Pocket Prong Folder,1,Red
"Elmers Washable Purple Glue Stick - 77 oz - 3 Ct - """,Elmers Washable Glue Stick,3,"Purple,Ct"
Pureil Hand Sanitizer -Dispensing Pump- 8 oz. (
yellow highlighters - Chisel - 2 pack S\ •
",� package"
"package ac /1 ka e 3 x 5 ruled white index cards — 100 Ct ` ��r1, C`?",ruled index cards 100,Multiple,"3 x 5,package,white,Ct"
ti
1 wide ruled yellow spiral notebook —100 Ct 5i P\-e�,wide ruled spiral notebook 00,1,"yellow,Ct"
package wide ruled filler paper — 200 ct,wide ruled filler paper,200,"package,ct"
"7""package No. 2 Ticonderoga Pencils —12 Pack kcy",package Ticonderoga Pencils,Multiple,"7"",Pack"
v%package black BIC Pens — 10 Pack Arnc\2,package Pens,2,"black,Pack"
reen BIC pens 3-\-cl,pens,Multiple,
Clear Protractor — 4 .inch (CHL771O4,Clear Protractor inch,1,
4 Post -it Sticky Notes — 3 x 3 plain yellow — 50 Ct,Post Sticky Notes plain,4,"3 x 3,yellow,Ct"
",tudents will also need: TI-30xiis Calculator"
