Input,Product,Quantity,Tags
"P ea>e haN. c all of the supplies to school by \ 1..)11 St. i r. 1 L,."
pencils (NO mechanical pencils'),pencils,Multiple,
- 2 glue sticks,glue sticks,2,
- 1 vvhite glue,glue,1,
- 1 pkg. markers,markers,1,pkg.
- 1 pkg. colored pencils,colored pencils,1,pkg.
- 1 scissors,scissors,1,
- pencil sharpener,pencil sharpener,1,
- pencil case,pencil case,1,
- 5 pocket folders,pocket folders,5,
- 2 pkg. lined paper,lined paper,2,pkg.
2 pkg. graph paper,graph paper,2,pkg.
'- p
10 composition notebooks,composition notebooks,10,
• 10 erasable blue pens and 5 erasable black pens,erasable pens and erasable pens,10,"blue,black"
ruler,ruler,1,
- protractor (N1ath),protractor,1,
"- 1 pkg, clear sheet protectors",clear sheet protectors,1,
p dictionary
"- Spanish 1' nglish diction, -Translation",Spanish diction Translation,1,
- highlighters,highlighters,Multiple,
- Disinfecting wipes
- tissues,tissues,Multiple,
- hand sanitiLer,hand,1,
- thumb drive (I_ SB ),thumb drive,1,
- library card,library card,1,
- sticky (post -it) notes,sticky notes,Multiple,
