Input,Product,Quantity,Tags
The 4 Grade Teachers
Fourth Grade Supply List
". i'(Reading, Writing, Math, Vocabulary, Science,"
Satial Studies),Studies,Multiple,
1 -Red folder for reading,Red folder,1,
-1-Blue-folder for math,Blue folder,1,
YrI f older for writing 1 -for
"4 -Folders o (1 -for homework, 1 -for close read'n9,",Folders,4,
f your choice,your choice,1,
Social Studi 1-fgr Science),Social Science,1,
-penc-+Is-every_doy---
-Pencil,Pencil,1,
"1-1Red-, orange, blue, and (For writing)",orange blue ,1,
9
1 -Package of loose leaf paper,Package loose leaf paper,1,
1 -Package of copy paper,Package copy paper,1,
2 -Large packs of 3X5 LINE) post it notes,post notes,Multiple,packs
2 -Yellow legal pads,Yellow legal,2,pads
1 -Package of markers,Package markers,1,
-
4-bifferent color highlighters,color highlighters,4,
1 -Pack of expo dry eraSe markers,Pack expo dry markers,1,
1 -Pair of scissors 1 -Prot (Not t en one with the compass attachmen,Pair scissors,1,
t) 1 -Ruler (Cm/Inches),Ruler,1,
1 R
oll of paper towels,paper towels,Multiple,
2 -Boxes of tissues Gallon or  b,Boxes tissues,2,Gallon
o f Ziploc bags ags),Ziploc bags,Multiple,
1 -Package b,Package,1,
1 _package of baby Wipes Clorox W�Pe,baby Wipes Clorox,1,
_ acka9e °f Lysol or clip,Lysol clip,1,
1 -Package,Package,1,
P large pape � p
1 -small or 9,small,1,
1 -Pack of sharpies,Pack sharpies,1,
