Input,Product,Quantity,Tags
N (1) box of 16 count Crayola crayons,Crayola crayons,Multiple,box
(12) glue sticks,glue sticks,Multiple,
D (2) containers of Clorox wipes,Clorox wipes,Multiple,containers
E (1) ream of colored copy paper,colored copy paper,1,ream
(1) package Avery 8161 labels,Avery labels,Multiple,package
(1) box of 24 count Crayola crayons,Crayola crayons,Multiple,box
(1) black medium point Sharpie,medium point Sharpie,1,black
(3) boxes of Kleenex,Kleenex,1,boxes
"(2) 3"" x 3"" Post -it notes",Post notes,Multiple,"3"""
(1) package Avery 8163 labels
R (1) set of large dry erase markers (1) 8 pack of Crayola markers
(4) large Ticonderoga beginner pencils (1) box of black Papermate Ink Joy pens,large Ticonderoga beginner pencils Ink Joy pens,4,"box,black"
(1) 12 pack Crayola colored pencils,Crayola colored pencils,2,pack
(1) rolls of paper towel *Teacher Preference,paper towel Teacher Preference,1,rolls
