Input,Product,Quantity,Tags
On to college list,college,1,
Pro tip:,Pro tip,1,
Save an additional 5%,Save additional,5,
d or more on campus
must -haves with the
College Ruled collection,College Ruled collection,1,
on the Cartwheel app.
Bath,Bath,1,
o body wash,body wash,1,
❑ flip-flops (trust us),flip flops,Multiple,
❑ hair wrap / body wrap,hair wrap body wrap,1,
❑ personal care items,care,1,
❑ razor,razor,1,
O shampoo / conditioner,shampoo conditioner,1,
❑ shower caddy,shower caddy,1,
❑ skin care,skin care,1,
❑ toilet paper,toilet paper,1,
❑ towels,towels,Multiple,
❑ washcloths / shower puff,washcloths shower puff,Multiple,
Cleaning,Cleaning,1,
o cleaning supplies,cleaning,1,
❑ disinfectant wipes,disinfectant wipes,Multiple,
❑ drying rack
❑ dryer sheets,dryer sheets,Multiple,
O garbage bags,garbage bags,Multiple,
❑ laundry detergent,laundry detergent,1,
❑ laundry basket / bag,laundry basket bag,1,
❑ paper towels,paper towels,Multiple,
❑ trash can
❑ vacuum (bonus pts. for using it),vacuum,1,
Electronics,Electronics,Multiple,
❑ computer lock,computer lock,1,
❑ cords / cables / power strip,cords cables power strip,Multiple,
o laptop case,laptop case,1,
❑ mouse,mouse,1,
❑ printer / ink / paper
❑ speakers,speakers,Multiple,
❑ tablet,tablet,1,
❑ TV
O USB drive,drive,1,
For Class
❑ backpack,backpack,1,
❑ binders / notebooks,binders notebooks,Multiple,
❑ mid -class snacks,mid class snacks,Multiple,
o pens / pencils / highlighters
❑ fist bump! you did it!,fist bump you did,1,
Storage,Storage,1,
o 3M Command hooks,Command hooks,Multiple,
o bed risers (OMGenius!),bed risers,Multiple,
o closet organizers,closet organizers,Multiple,
❑ desktop organizer,desktop organizer,1,
O hangers,hangers,Multiple,
❑ storage bins,storage bins,Multiple,
o storage carts,storage carts,Multiple,
o under -bed storage
❑ blanket,blanket,1,
❑ body pillow & cover
❑ mattress pad,mattress pad,1,
❑ pillows,pillows,Multiple,
o pillow protectors,pillow protectors,Multiple,
❑ xl-twin comforter,twin comforter,1,
❑ xl-twin sheet set,twin sheet,1,set
o xl-twin foam topper,twin foam topper,1,
Decor,Decor,1,
o area rug,area rug,1,
❑ backrest pillow,backrest pillow,1,
❑ cork board,cork board,1,
❑ decorative lights,decorative lights,Multiple,
o decorative pillows,decorative pillows,Multiple,
❑ desk lamp,desk lamp,1,
❑ door mirror,door mirror,1,
❑ dry -erase board,dry erase board,1,
❑ floor lamp,floor lamp,1,
❑ picture frames,picture frames,Multiple,
o wall decor,wall decor,1,
❑ wall shelves,wall shelves,Multiple,
o window coverings,window coverings,Multiple,
Furniture,Furniture,1,
o accent table,accent table,1,
❑ desk,desk,1,
❑ desk chair,desk chair,1,
❑ dresser,dresser,1,
❑ futon,futon,1,
o lounge chair,lounge chair,1,
❑ nightstand,nightstand,1,
o ottoman,ottoman,1,
❑ TV stand,stand,1,
Kitchen Dining
❑ coffeemaker,coffeemaker,1,
o cooking utensils,cooking utensils,Multiple,
o dish -cleaning wand,dish cleaning wand,1,
o dish soap,dish soap,1,
o dish towels,dish towels,Multiple,
o food storage bags,food storage bags,Multiple,
o forks / spoons / knives,forks spoons knives,Multiple,
o microwave,microwave,1,
o mini fridge,mini fridge,Multiple,
o pizza cutter,pizza cutter,1,
o plates / bowls / cups / mugs
❑ shelf liner,shelf liner,1,
❑ toaster / toaster oven
❑ utensil tray,utensil,1,tray
❑ water bottle / pitcher,water pitcher,1,bottle
o water filters,water filters,Multiple,
