Input,Product,Quantity,Tags
s in a
ild's name,name,1,
Ise see above
'ockets
;ible)
ase - Optional
ses)
(black)
'sina
!ase see above
iith prongs 1 of,prongs,Multiple,
'd & yellow),yellow,1,
ease see above
r
6 glue sticks,glue sticks,6,
6 folders with pockets (plastic -solid colors),folders,6,
"1 1"" hardback binder (solid color)",hardback binder,1,"1"""
4 composition notebooks (no spirals),composition notebooks,4,
1 pack wide loose-leaf ruled paper,wide loose leaf ruled paper,1,pack
1 box of crayons,crayons,1,box
1 set of inexpensive earbuds,inexpensive earbuds,1,set
Donations appreciated: please see above
Grade 3
6 composition notebooks (no spirals),composition notebooks,6,
24 #2 pencils with erasers,pencils,24,
(no mechanical pencils),mechanical pencils,Multiple,
4 pink erasers,erasers,4,pink
6 folders with pockets,folders,6,
2 packs loose-leaf paper (wide -rule),pack loose leaf paper,2,packs
6 glue sticks,glue sticks,6,
1 pack dry erase markers - black,dry erase markers,1,"pack,black"
1 plastic school supply box,plastic,1,box
1 box of crayons,crayons,1,box
1 set of inexpensive earbuds,inexpensive earbuds,1,set
Donations appreciated: please see above
1 L .3 U„
2 packs loose-leaf,pack loose leaf,2,packs
1 spiral notebook,spiral notebook,1,
3 boxes #2 pencil!,pencil,3,boxes
8 folders,folders,8,
3 pack of glue stic,glue,3,pack
1 pair of scissors,scissors,1,pair
1 bar eraser,bar eraser,1,
2 yellow highlight,highlight,2,yellow
1 set of inexpensi‘
Donations appreci,Donations,Multiple,
Grade 5
1 5 -Subject Spiral 1,Subject Spiral,1,
4 Spiral Notebooks,Spiral Notebooks,4,
5 2 -pocket plastic,pocket plastic,5,
1 2 pocket plastic f,pocket plastic,1,
2 packs of page prc,pack page,2,packs
1 box of Ziploc bad,Ziploc bad,1,box
24 wooden pencils,wooden pencils,24,
2 packs of loose le,pack loose,2,packs
2 ink pens,ink pens,2,
2 large glue sticks,large glue sticks,2,
1 set of 4 dry erase,dry erase,1,set
1 set of 4 yellow hi
1 bar eraser,bar eraser,1,
1 pencil box/pouch,pencil box pouch,1,
1 inexpensive set o,inexpensive,1,set
Donations appreciate
Page 4of4,Page,4of4,
