Input,Product,Quantity,Tags
s --
or
1 —
set
ley
' 6
One 3 -ring band er2-3 inch,ring band inch,One,
4 one-sublect notebooks,one notebooks,4,
1 #hree-aubjecl Mead (or plastic cover),Mead,1,
notebook,notebook,1,
4 Composition Backe,Composition,4,
"—, 1 pack of graph paper",graph paper,1,pack
2 packs af cap erasers,pack cap erasers,2,packs
1 pack of i2line tip marten.,tip marten,1,pack
Pens - any color o th er th a n black for
grading
— Zippered pencil pouch torsup plies,Zippered pencil pouch plies,Multiple,
..A 4 glue sacks,glue sacks,Multiple,
1 bottle hand sanitiaer,hand,1,bottle
1 c antaluar Clorox Wipes,Clorox Wipes,1,
1 set of 5 dividers (filer binder,dividers,1,set
6 piaalic 3 -prong folders milt pockets,prong folders milt pockets,6,
any color
1 set of he ad phones or earbuds,phones earbuds,1,set
4 packs of iaase leaf paper,pack leaf paper,4,packs
4 dozen fl pencils,pencils,4,dozen
""".9"
1 box colored pencils,colored pencils,1,box
"2 highlighters, any color",highlighters any color,2,
2 standard dry erase markers- any color,standard dry erase markers any color,2,
2 thin (fine) dry erase markers- any color,thin dry erase markers any color,2,
4 pack of clearscotch laps,laps,4,pack
1 box Kleenex,Kleenex,1,box
Schisms,Schisms,Multiple,
