Input,Product,Quantity,Tags
Third Grade Supp1yList
24 #2 pencils,pencils,24,
3 glue sticks,glue sticks,3,
"4 two pocket folders (red, yellow, green, blue)",two pocket folders,4,
� pkg low odor black dry erase markers,package low odor dry erase markers,1,"pkg,black"
2 lg pink erasers,erasers,2,pink
t box of tissues,tissues,Multiple,box
t box colored pencils,colored pencils,Multiple,box
2 composition books,composition books,2,
pack of wide ruled loose leaf paper,wide ruled loose leaf paper,1,pack
headphones,headphones,Multiple,
Clorox Wipes (optional),Clorox Wipes,Multiple,
