Input,Product,Quantity,Tags
*401111.4
AiUll11
BIC Mechanical Pencil with Metallic,Mechanical Pencil,1,
"Barrels, 0.5mm, Black, 24 -Pack",Barrels Black Pack,Multiple,
Sold by: Walmart.com,Sold,1,
2 -Day Shipping,Day Shipping,2,
$7.54
$3.77 each,each,3,
Was $5.94 each,Was each,1,
Save 36% each
Check out to see shipping and pickup options.
2 - Save for Later,Save,2,
"Five Star 4 -Pocket Paper Folder,",Star Pocket Paper Folder,Five,
Assorted Colors,Assorted Colors,Multiple,
Sold by: Walmart.com,Sold,1,
$1.96
$0.98 each,each,98,
Check out to see shipping and pickup options.
2 - Save for Later,Save,2,
Office Impressions Economy Round,Office Impressions Economy Round,Multiple,
"Ring View Binder, 2"" Capacity,"
we 1
Cart,Cart,1,
