Input,Product,Quantity,Tags
❑ Pencils,Pencils,Multiple,
❑ Erasers,Erasers,Multiple,
❑ Ruler,Ruler,1,
❑ Highlighters,Highlighters,Multiple,
❑ Colored Pencils,Colored Pencils,Multiple,
❑ Pencil Sharpener,Pencil Sharpener,1,
❑ Colored Markers,Colored Markers,Multiple,
"❑ Pens (Black, Blue, Red)",Pens,Multiple,
❑ Correction Tape,Correction Tape,1,
❑ Gluesticks,Gluesticks,Multiple,
❑ Stapler,Stapler,1,
D Scissors,Scissors,Multiple,
❑ Planner/Agenda,Planner Agenda,1,
D Sticky Notes,Sticky Notes,Multiple,
❑ Printer Paper,Printer Paper,1,
❑ Lined Paper,Lined Paper,1,
❑ Graph Paper,Graph Paper,Multiple,
❑ Pencil Case,Pencil Case,1,
❑ Exercise Books,Exercise Books,Multiple,
❑ Sheet Reinforcements,Sheet Reinforcements,Multiple,
❑ Tab Dividers,Tab Dividers,Multiple,
❑ Sheet Protectors,Sheet Protectors,Multiple,
❑ Coil Notebooks,Coil Notebooks,Multiple,
❑ Binders (1 or 2 inch),Binders,Multiple,
❑ Pocket Folders,Pocket Folders,Multiple,
❑ Report Covers,Report Covers,Multiple,
.I Dictionary
Scientific Ca cu'ator
0 Geometry Set
❑ Combination 'Lock,Combination Lock,1,
Di School BagfLunch I3ag
❑ Water 3ottle,Water,3ottle,
