Input,Product,Quantity,Tags
Third Grade Suooly List
Please keep in mind that these are community supplies and will be shared with the
entire class. Please do not write your child's name on any of the items.
.-
SCHOOL SUPPLIES
A Backpack (No Wheels),Backpack,1,
8 Composition Notebooks (Black & White),Composition Notebooks,8,
6 Boxes of 12 Pencils (#2),Pencils,6,Boxes
4 Packs of Post -its,Post its,4,Packs
4 Boxes of Tissue,Tissue,4,Boxes
"8 Two -Pocket Folders (solid colors- Example:red, blue, green, yellow, purple etc)",Two Pocket Folders,8,purple
k-Stvn �/ PV ;e-T c docket Folder (For homework)
1 Bottle of Hand Sanitizer,Hand Sanitizer,1,Bottle
1 Package of Wet Wipes,Wet Wipes,1,Package
2 Packs of markers (pack of thin markers and one pack thick),markers,2,"Packs,pack"
2 highlighters,highlighters,2,
1 Box of 24 Crayons,Crayons,1,Box
1 Box Colored Pencils,Colored Pencils,1,Box
P 1 Box of Zi loc Bags -(Large Gallon Size: Boys purchase and Small Quart Size: Girls,Bags,Multiple,"Box,Gallon"
purchase),purchase,1,
1 Pack of Large Glue Sticks,Large Glue Sticks,1,Pack
1 Pack of Expo dry erase markers,Expo dry erase markers,1,Pack
1 -Headphones,Headphones,1,
1 -Spiral Sketchbo,Spiral,1,
"ok 8.5"" x 11"" or the largest 9"" x 12"" — 30 sheets or more (for Art)"
(These sketchbooks
are sold at the $1 store or art stores such as A.C. Moore)
1 -two pocket green folder (for Art),two pocket folder,1,green
Pencils,Pencils,Multiple,
Crayons,Crayons,Multiple,
Markers,Markers,Multiple,
Glue Stick,Glue Stick,1,
Scissors Card
Teaneck Library,Library,1,
