Input,Product,Quantity,Tags
tw000
85 hems,hems,85,
9:37 AM
Orders,Orders,Multiple,
Pr ocess.ng - delivery by Wednesday 17th
August
Past orders,Past orders,Multiple,
v 41xo
Q%
Reorder,Reorder,1,
Track,Track,1,
"Staples Composition Notebook, Wide",Staples Composition Notebook Wide,Multiple,
"Ruled, Blue, 9-3/4' x 7-1/2"", Each (2...",Ruled Blue Each,1,"2"""
Quantity 4,Quantity,4,
Order #9759313017 (Shipment 2 o1 4),Order,9759313017,
"Wilson Jones* Zip Pouch, Fits 3 -Ring"
"Ii Binders, Fashion Color Assortment",Binders Fashion Color Assortment,Multiple,
•
Quantity 1,Quantity,1,
Order •9759313017 (Shipment 2 01 41,Order,9759313017,
"Crayola• Washble Crayons, 24/Pack"
Quantity 2,Quantity,2,
Order #9759313017 (Shipment 2 o1 4),Order,9759313017,
Delivered On 22nd August 2017,Delivered,2017,
Reorder,Reorder,1,
Paper Mateo Write Bros.• Mechanical
"Pencils, 0.5 mm, Black, 24/pk (1770...",Pencils Black,Multiple,
Quantity 1,Quantity,1,
Order 09759313017 !Shipment 3 o1 41,Order 09759313017 Shipment,41,
