Input,Product,Quantity,Tags
1 ■■M 1
"iko ,gy1.14 "" OlCdlll5 A a marLna' x  x"
12 Y -1 8Suppl Lists.p df
Y
4th Grade
"3 - Pacon Composition Book, Marble Cover, Soft, WR, 50 Sht, Blk",Composition Book Marble Cover Soft,3,
"1 - Sanford Marker, Sharpie, Fine Point, Black",Sanford Marker Sharpie Fine Point,1,Black
"1 - C -Line Sheet Protectors, Letter Size, Clear, 10/Pk",Line Sheet Protectors Letter Size Clear,1,
"1 - Avery Binder, D -Ring, Durable, View, Slant, 1.5"", White",Avery Binder Ring Durable View Slant,1,"5"",White"
"1 - Clorox Wipes, Disinfecting, Bleach Free, Lemon Scent, Cnstr, 35 Ct",Clorox Wipes Disinfecting Bleach Free Lemon Scent,1,Ct
"1 - Scotch Tape, Transparent, w/Dispenser, 1/2"" x 1000""",Scotch Tape Transparent,1,"2"""
"2 - Dixon Pencils, #2, Ticonderoga, Sharpened, Dz.",Dixon Pencils Ticonderoga Sharpened Dozen,2,
"1 - Staples Eraser, Pink, Large, Latex Free",Staples Eraser Pink Large Latex Free,1,
"3 - Elmer's Glue Stick, Washable, Purple, Dries Clear, .77 oz.",Elmer Glue Stick Washable Purple Dries Clear ounce,3,
"1 - Crayola Markers, Washable, Classic Colors, Fine Tip, 8/Set",Crayola Markers Washable Classic Colors Fine Tip Set,1,
"2 - Staples Composition Book, Marble Cover, WR, 100 Sheets, BLK",Staples Composition Book Marble Cover 100 Sheets,2,
"1 - Expo 2 Markers, Dry Erase, Chisel, Low Odor, Asst 4/Pk",Expo Markers Dry Erase Chisel Low Odor Asst,1,
"2 - Staples Filler Paper, College Rule, 10.5"" x 8"", 120/Pk",Staples Filler Paper College Rule 10,2,"5"""
"2 - Staples Pen, Stick, Medium Point, Red",Staples Pen Stick Medium Point,2,Red
"2 - Bounty Paper Towels, Roll, Bounty, 2 Ply, 44 Sheets",Bounty Paper Towels Roll Bounty Ply Sheets,2,
"1 - C -Line Folders, Poly, 2 Pkt/Pronq, 5Pk, Be/Rd/Gn/Yw/Pu",Line Folders Pkt,1,
"1 - C -Line Folder, Poly, 2 Pocket, w/Prong, Orange",Line Folder Pocket,1,Orange
"1 - Maped/Liquimark Highlighter, Chisel Tip, Pink",Highlighter Chisel Tip,1,Pink
"1 - Staples Highlighter, Chisel Tip, Yellow, w/Pkt Clip",Staples Highlighter Chisel Tip Yellow,1,
"1 - Maped/Liquimark Highlighter, Chisel Tip, Orange",Highlighter Chisel Tip,1,Orange
"1 - Sanford Marker, Sharpie, Extra Fine, Black",Sanford Marker Sharpie Extra Fine,1,Black
"1 - Staples Erasers, Pencil Cap, Latex Free, 12/Pk",Staples Erasers Pencil Cap Latex Free,1,
"1 - Prang Pencils, Colored, 7"", Sharpened, 12/Set",Pencils Colored Sharpened Set,1,"7"""
"1 - Staples Pencil Box, Plastic, 8.25"" x 5.25"" x 2"", Asst.",Staples Pencil Box Plastic Asst,1,"25"""
"2 - Staples Pen, Stick, Medium Point, Blue",Staples Pen Stick Medium Point,2,Blue
nc
"nru f I11111441""11""°,111111111111 1""1!Ilf nfnnnNff ""WIT""'""",111111111111 WIT,1,"11111441"""
"i L I�al i 'l h 7 f ,' l a III n. �I , '(�",III,1,
•
I 1 a
". r . I� a ' , �If I full a il�llpin 1 I it ..,"
"nn �,,ni�nnf�l"
jf 40•
kt .441
0
• •
