Input,Product,Quantity,Tags
GLENWOOD LANDING
2017-2018
1ST GRADE SUPPLY LIST
Quantity Description,Quantity Description,1,
5 AVERY GLUE STICK JUMBO 1.270Z,AVERY GLUE STICK JUMBO,5,
1 BABY WIPES HUGGIES F/F 64CT,BABY WIPES,1,
1 CHILD SCISSORS -BLUNT TIP,CHILD SCISSORS BLUNT TIP,1,
2 COMP. BOOK SOFT BLUE GRADE 2 (24 CT),COMP BOOK SOFT,2,BLUE
3 CRAYOLA CRAYONS 24CT. #3024,CRAYOLA CRAYONS 024,3,
1 CRAYOLA NON -WASH THIN l OCT,CRAYOLA NON WASH THIN OCT,1,
1 CRAYOLA WASH THICK 8CT #7808,CRAYOLA WASH THICK 7808,1,
2 ELMER'S GLUE BOTTLE 4 OZ.,ELMER GLUE,2,BOTTLE
1 ERASER PINK BEVEL 3PK,ERASER BEVEL,1,PINK
1 E -Z ZIPPER GALLON BAGS,ZIPPER BAGS,1,GALLON
1 E -Z ZIPPER QUART BAGS,ZIPPER QUART BAGS,1,
1 FOLDER 2 -POCKET PLASTIC BLUE,FOLDER POCKET PLASTIC,1,BLUE
1 FOLDER 2 -POCKET PLASTIC GREEN,FOLDER POCKET PLASTIC,1,GREEN
1 FOLDER 2 -POCKET PLASTIC ORANGE,FOLDER POCKET PLASTIC,1,ORANGE
1 FOLDER 2 -POCKET PLASTIC RED,FOLDER POCKET PLASTIC,1,RED
1 FOLDER 2 -POCKET PLASTIC YELLOW,FOLDER POCKET PLASTIC,1,YELLOW
1 INDEX CARDS 3 X 5,INDEX CARDS,1,
1 INDEX CARDS 4 X 6,INDEX CARDS,1,
1 KLEENEX TISSUE BOX,KLEENEX TISSUE,1,BOX
2 MARBLE COMP BOOK 100CT BLK&WH,MARBLE COMP BOOK,2,
1 MINI PENCIL SHARPENERS WITH CONTAINER FOR SHAVINGS,MINI PENCIL SHARPENERS WITH FOR SHAVINGS,1,CONTAINER
1 POST ITS -EXTRA LARGE,POST ITS EXTRA LARGE,1,
1 SCHOOL BOX SMALL,SMALL,1,BOX
2 TICONDEROGA PENCILS 10PK SHARP,TICONDEROGA PENCILS SHARP,2,
