Input,Product,Quantity,Tags
Let's chat (Prod)
u . �... �._... _--.
•
▪ 4 Glue Sticks,Glue Sticks,4,
1 Bottl• Eimer's Glue,Glue,1,
D 1 Multi -pack of Play -Doh,Multi pack Play,1,
▪ 1 Package Crayola Crayons,Crayola Crayons,1,Package
D 1 Crayola Watercolors,Crayola Watercolors,Multiple,
▪ 1 Package Crayola Washable Markers,Crayola Washable Markers,1,Package
▪ 882 Pencils,Pencils,882,
D Anti -Bacterial Soap,Anti Bacterial Soap,1,
▪ 1 Box Ziploc Baps- Gallon Size,Ziploc Size,1,"Box,Gallon"
ILois: This M 1 basic school sup list. not M Official supply Not
Fos an official supply list paws* contact your child's school
"O Hello, are you testing the AC"
system?,system,1,
"Q Oops, something went wrong!",Oops something went wrong,Multiple,
"Oops, something went wrong!",Oops something went wrong,Multiple,
