Input,Product,Quantity,Tags
5th -Grade Su I List
Lista de utiles arato rado
Please LABEL all items with child's namell
I'or favor MARC todos los utiles con el Hombre del estudiantel
5 marble notebooks,marble notebooks,5,
( i cuacic4nos Blanco y negro sin espiral)
- (1) five -subject spiral notebook (un cuaderno de 5 panes espiral) pack of looseleaf paper (1,subject spiral notebook panes looseleaf paper,five,pack
paquete de hojas sueltas con Iineas),con,1,
"- pocket folders -red, orange, naranjad yellow, green, purple, blue (carpetas- roja, a",pocket folders red orange yellow green purple,Multiple,blue
"morado, azul) o, Amarillo, verde,",Amarillo,1,
- packs of sticky notes (notas adhesivas),pack sticky notes,Multiple,packs
-3 packs of #2 pencils (lapices #2),pack pencils,3,packs
-1 pocket folder with fasteners in the middle (carpeta,pocket folder,1,
con sujetadores),con,1,
-1 pencil sharpener with canister (un sacapunta con cartucho),pencil sharpener,1,canister
-1 supply box (una caja para los utiles)
- box of colored pencils (lapices de colores) 1,colored pencils,1,box
-( ) 12 -inch ruler (regla 12 pulgadas),inch ruler,12,
-2 highlighters (marcadores para subrayar) -1 pair of scissors (Tijeras),highlighters para scissors,2,pair
-2 black Sharpie markers (macadores negros),Sharpie markers,2,black
2 dry erase markers (marcadores sews),dry erase markers,2,
-8 glue sticks (pega de tubos),glue sticks,8,
-1 hotter of hand soap (jahnn de mano),hotter hand soap,1,
- 1 package of baby wipes (toallitas de bebe) -1 package of Lysol wipes (toallas de Lysol),baby wipes Lysol wipes,1,"package,package"
-2 boxes of tissues (cajas de panuelos facials) -1 box of zip top bags (bolsas de ziploc),tissues facials zip top bags,2,"boxes,box"
"MR. RIBIERO'S CLASS ONLY, PLEASE ADD:",CLASS ONLY PLEASE ADD,1,
-(1) 3 -inch 3 -ring binder (carpeta de 3 anillos de 3 pulgadas),inch ring binder,1,
- 1 package of tabbed dividers (secciones para la carpeta),tabbed dividers,1,package
- 3 packs of index cards (tarjetas indite rayadas),pack index cards,3,packs
- blue or black pens (boligrafos en azul or negro),pens,Multiple,"blue,black"
- 2 additional packs of looseleaf paper (2 mas paquete de hojas sueltas con Iineas),additional pack looseleaf paper,2,packs
