Input,Product,Quantity,Tags
r�en Supply List -1
2017-2018
❑ Backpack,Backpack,1,
0 1 3 -ring binder - 1 with pocket inserts,ring binder,1,
"0 3 composition notebooks (must be red, green, blue)",composition notebooks,3,
"O 3 2 -pocket folders (must be red, green, blue)",pocket folders,Multiple,
O Zipper pencil pouch to store supplies (with 3 holes),Zipper pencil pouch store,1,
"O 4 box Crayola crayons, 24 count",Crayola crayons,Multiple,box
O 8 glue sticks,glue sticks,Multiple,
O 1 pack Expo dry erase board markers,Expo dry erase board markers,1,pack
O 1 dry eraser,dry eraser,1,
O 2 24 -pack pencils,pack pencils,Multiple,
O 1 box tissues,tissues,Multiple,box
O 1 box Ziploc bags (any size),Ziploc bags,Multiple,box
• 1 hand sanitizer,hand sanitizer,1,
O 1 Friskars scissors,scissors,Multiple,
O 1 set of headphones (no earbuds please),headphones,Multiple,set
