Input,Product,Quantity,Tags
Arrange,Arrange,1,
"1— Three inch, zippered binder",Three inch zippered binder,1,
2 — Yellow highlighters,highlighters,2,Yellow
1— Lined composition book,Lined composition book,1,
"1 —Three subject, college rule, spiral notebook",Three subject college rule spiral notebook,1,
1— Package of X inch graph paper,inch graph paper,1,Package
1— Blue ball point pen (no gel or multi -colored pens),ball point pen,1,Blue
1-12 count package of yellow #2 pencils,pencils,1,"package,yellow"
1-12 count package of sharpened colored pencils
"2 — Plastic, two pocket folders (1 red and 1 yellow)",Plastic two pocket folders,2,red
1— Package wide rule loose leaf paper,wide rule loose leaf paper,1,Package
"1— Yellow, one subject, college rule, spiral bound notebook",Yellow one subject college rule spiral bound notebook,1,
"1— Blue, one subject, college rule, spiral bound notebook",Blue one subject college rule spiral bound notebook,1,
"1— Green, one subject, college rule, spiral bound notebook",Green one subject college rule spiral bound notebook,1,
"8 — Plastic, 3 -hole punched dividers, NO pockets .",Plastic hole punched dividers pockets,8,
4 — Large glue sticks (Elmer's preferred),Large glue sticks,4,
1— Ruler with inches and centimeters,Ruler,1,
"6 — Black, Expo brand, chisel tip dry erase markers",Black Expo brand chisel tip dry erase markers,6,
"1— Canvas, 3 -hole punched, zipper supply pouch (separate from binder)",Canvas hole punched zipper pouch,1,
1— Pair of scissors (Fiskar brand preferred),scissors,1,Pair
"1— Plain front, two subject, spiral bound, college ruled notebook with binder holes",Plain front two subject spiral bound college ruled notebook,1,
1— Twelve pack erasers (Arrow Head brand preferred),Twelve erasers,1,pack
1— Package of baby wipes,baby wipes,1,Package
1— Small/Medium bottle of alcohol free hand sanitizer,Small Medium alcohol free hand sanitizer,1,bottle
1— Tube/Container food safe antiseptic v..ipes,Tube Container food safe antiseptic,1,
1— Large box facial tissues,Large facial tissues,1,box
"2 — Large, rectangular Pink Pearl erasers",Large rectangular Pearl erasers,2,Pink
1— Bcx f-eezer ga for size Z pi�c bags
3. — Bcx quarts ze Zi:jIcC bags,quarts bags,3,
1 — Bcx s;nd . =ri size Z pl^oc bags -,size bags,1,
_l
