Input,Product,Quantity,Tags
"*Please complete the attached, ""All About Me"" ac •"
packet with your child and
return it during your visit on Se 5th. Thank youl*
- 4'beII's kincimarten supply list 2017-2(,2017,4,
(all items can be found on Staples.com or Amazon)
"2 boxes of Crayola® Classic Markers, Broad Line, 8/Box",Crayola Classic Markers Broad Line Box,2,boxes
"2 packages of Crayola Write Start Colored Pencils, 8/CT",Crayola Write Start Colored Pencils,2,packages
"4 Elmer's Disappearing Purple School Glue Sticks, .>> oz",Elmer Disappearing Glue Sticks,4,Purple
"4 bixon Ticonderoga My First Pencils, sharpened",Ticonderoga Pencils sharpened,4,
3 boxes of Facial Tissues,Facial Tissues,3,boxes
"1 package of Expo® Low Odor Dry -Erase Markers, Chisel Tip, Assorted, 8/pk",Expo Low Odor Dry Erase Markers Chisel Tip Assorted,1,package
"1 package baby wipes, unscented",baby wipes unscented,1,package
"1 container of liquid hand soap, 7.5 oz",liquid hand soap,1,container
