Input,Product,Quantity,Tags
126.clayton.k12•ga.us
1 Book Bag (no rolling bags),Book Bag,1,
4 p of #2 pencils,pencils,4,
Pack of crayons,crayons,Multiple,Pack
1 pencil box,pencil,1,box
6 glue sticks,glue sticks,6,
pair of child scissors,child scissors,Multiple,pair
boxes of Kleenex,Kleenex,1,boxes
1 bottle of lysol wipes/spray,wipes spray,1,bottle
2 bottles of hand sanitizer,hand sanitizer,2,bottles
1 pack Dry erase expo markers,Dry erase expo markers,1,pack
Black and white composition notebooks,and composition notebooks,Multiple,"Black,white"
pack of index cards,index cards,Multiple,pack
1 K -2nd grade Primary Journal Tablet stage 3,Primary Journal Tablet stage,1,
