Input,Product,Quantity,Tags
"to start the scnooi  WIzn success, ► am cA r\II1g"
"that you come to sc ioo on uesdatil, Seote«nber5"
with t:ie fo owing sup ies:
"O A two Doci'cet fo cer for use as a ""Ta ce-Nome olc,er ."""
The astic ty oe seem to io c u o t ele pest.
• 6 g ue stic'cs
�► Dox of Thic . CAYO_A
mar Hers,mar Hers,Multiple,
• 2_ poxes of 2:7 CRAYO_A crayons,poxes crayons,2_,
"p container of anti pacteria wi oes (_ so , C orox•••)",anti,1,container
p A Dox or tissues,tissues,Multiple,
® A pair ieac cvones for persona use witi icac anc
isteninc center,center,1,
p A -inc i Dinc er witi s see t irouc i cover to insert.
paper..,paper,1,
pacf of t enci s for tie c ass sulpfp
"„1 � "" I �. � k r f r1 r1 f r1 A C P"
