Input,Product,Quantity,Tags
•••oo AT&T LTE 3:28 PM 1 * 39% llC
8 newton.k12.ma.us,newton,8,
ITEMS TO KEEP AT HOME FOR HOMEWORK:
• One three -hole puncher,three hole puncher,One,
GENERAL ITEMS:
• Backpack,Backpack,1,
•Two locks (Master Lock type padlocks with a numeric,locks,Two,
combination dial fit best and are most secure)
•One assignment notebook (including dates and a,assignment notebook,One,
calendar). This can be purchased at school.
• One package of white Jined filler paper (at least 100,filler paper,One,"package,white"
"sheets, kept in locker)",sheets kept locker,Multiple,
•48 sharpened pencils with erasers (keep 3 dozen at home),sharpened pencils,48,dozen
• Two boxes of color pencils (keep one box at home),color pencils,Two,"boxes,box"
• One dozen black or blue pens; one dozen red pens (keep 8,pens one pens,One,"dozen,black,blue,dozen,red"
of each color at home)
• One pencil pouch,pencil pouch,One,
• 3 highlighters — assorted colors (keep 2 at home),highlighters assorted colors,3,
• One package of hole reinforcements,hole reinforcements,One,package
• Three packages of 3x5 index cards (keep 2 packages at,index cards,Three,"3x5,packages,packages"
home),home,1,
• Small pencil sharpener,Small pencil sharpener,1,
• One ruler with inch and centimeter markings (keep at,ruler,One,
home),home,1,
DETAILS FOR SPECIFIC CLASSES:
• One Quadrille (graph) notebook (spiral bound) with three,Quadrille graph notebook,One,
holes punched for math,holes punched,Multiple,
• One Scientific Calculator with fractions and square root,Scientific Calculator,One,
function for math. We recommend the TI Model 30X11,function,30X11,
"• One 2"" hardcover three-ring notebook binder for science",hardcover three ring notebook binder,One,"2"""
and math
"• One 1 1/2"" flexible cover three-ring binder filled with"
graph paper for science Tabs (to keep in classroom),graph paper,Multiple,
"• One 1"" hardcover three-ring notebook binder for social",hardcover three ring notebook binder,One,"1"""
studies,studies,Multiple,
"• One 1"" hardcover three-ring notebook binder with clear",hardcover three ring notebook binder,One,"1"""
plastic window cover for English,plastic window cover,1,
• One marble composition notebook for English,marble composition notebook,One,
"• 14 notebook tabs (3 for social studies, 3 for English, and 8",notebook tabs,14,
for science)
