Input,Product,Quantity,Tags
PINK MEL ERASER LATEX BEER
C AWL.% ....... NCI 2,AWL,2,
S IZE HEAVY DUTY PLASTIC POCKET RAWER,HEAVY DUTY PLASTIC POCKET RAWER,1,
ELICITS 402 SCHOOL OLIE,ELICITS 402,Multiple,
AVERY ; WERE GLUE WIC H 27 02,AVERY WERE GLUE,02,
3X3 RAID vain POCK CAMS H0/CT,RAID vain POCK CAMS,3X3,
EXPO! LOW ODOROUS= PIE PONT WINKER
▪ ma slum WUEIE COMP SLAMK BOOR I00CT s,slum COMP BOOR,1,
CSAYOLA ._—_ _E YMTEROOL010 $ CT
OMYOIA HASH THICK CLASSIC --_` /CT 1,HASH THICK CLASSIC,1,
1102 OSIOR ____POLL 24
217 YELLOW POST IT NOTES ISO S T PAO S,POST NOTES ISO,217,YELLOW
PLASTIC SOOOL SOX SSBS nA 2,PLASTIC,2,
MORSr WRIT -,WRIT,1,
S HAM IAB11011P DIEM TO SCHOOL ELM,HAM DIEM ELM,1,
