Input,Product,Quantity,Tags
lNumber 1 Item,Item,1,
112 #2 Pencils,Pencils,112,
11 box 24 ct. Crayola Crayons,Crayola Crayons,11,box
"11 ,5"" Pointed Fiskar Scissors",Pointed Fiskar Scissors,11,"5"""
12 ' Wide -ruled Composition Book (70 page),Wide ruled Composition Book,12,
12 Spiral Notebooks,Spiral Notebooks,12,
110 Pocket Folders w/ Brads -different colors,Pocket Brads different colors,110,
11 box Crayola Classic Broad -tip Washable Markers,Crayola Classic Broad tip Washable Markers,11,box
"11 12"" Standard/Metric Ruler",Standard Metric Ruler,11,"12"""
11 Elmer's White Glue 8 oz.,Elmer Glue ounce,11,White
11 Glue Sticks (2-pk.),Glue Sticks,11,
11 Zipper Supply Pouch,Zipper Pouch,11,
12 Red Pens,Pens,12,Red
"11 2"" 3 -Ring Binder (No Trapper Keeper)",Ring Binder,11,"2"""
12 200 ct. Wide -ruled Notebook Paper,Wide ruled Notebook Paper,12,
11 set Dividers with 8 Tabs,Dividers,11,set
1 12 ct. Colored Pencils,Colored Pencils,1,
1 Highlighters (2-pk.),Highlighters,1,
1 Blue or Black Ballpoint Pens (pk 10),Ballpoint Pens,1,"Blue,Black"
hrwPc l')nn rr.nnt K1Pr na Ticci1t>c
