Input,Product,Quantity,Tags
Stone Academy Kindergarten 2017-2018,Stone Academy Kindergarten 2017,2018,
Backpack - NO wheels please
Boxes of 64 Cravola Brand Crayons,Brand Crayons,Multiple,Boxes
Box of Washable Markers (Broad Line ),Washable Markers,Multiple,Box
• 1 Box of Washable Markers (Thin Line),Washable Markers,1,Box
• 1 Box of 4 Dry Erase Expo Markers,Dry Erase Expo Markers,1,Box
• 12 Glue sticks,Glue sticks,12,
• 24 Dixon Ticonderoga Pencils -SHARPENED PLEASE!,Dixon Ticonderoga Pencils SHARPENED PLEASE,24,
• 1 Bottle Wet Elmer's School Glue,Wet Elmer Glue,1,Bottle
• 1 Pair of round tip scissors,round tip scissors,1,Pair
• 3 Containers of baby wipes,baby wipes,3,Containers
• 3 Containers of Clorox or Lysol antibacterial wipes,Clorox Lysol antibacterial wipes,3,Containers
• 2 Boxes of Kleenex,Kleenex,2,Boxes
• 2 Rolls of paper towels,paper towels,2,Rolls
• 1 Box of Band-Aids,Band Aids,1,Box
• 1 soft kitchen sponge (no scouring pads ),soft kitchen sponge,1,pads
• 2 Boxes of 2 -Gallon size Ziplock bags,Gallon size Ziplock bags,2,Boxes
• 1 Ream of White Copy Paper,Copy Paper,1,"Ream,White"
• 1 Small bottle of hand sanitizer (not individual size),Small hand sanitizer,1,bottle
*Please do not label any of the supplies*
