Input,Product,Quantity,Tags
D°RALgCADEMY ELEMENTARY JUSTARTSAND MANAGEMENT MIDDLE,MANAGEMENT MIDDLE,1,
Second Grade Supply •
pp y List (Regular)
Backpack (no rolling book bogs),Backpack,1,
"(1) Large Pencil Case 3 -Hole, 10X7, Mesh",Large Pencil Case Hole Mesh,1,
"(2) Packs of eraser tops, Latex Front Asst."
Free (12/PK j
"(3) 24 crayon packs, Crayola Tuck Box 24/Box",crayon packs Crayola Tuck,24,Box
( 24- of SHARPENED a,SHARPENED,24,
pencils (Ticonderoga) or (8 Dozen),pencils Ticonderoga,Multiple,
"(1) Pair of safety scissors, 5"" Pointed Tip,",safety scissors Pointed Tip,Multiple,"5"",Pair"
"(3) Glue stick, Staples Brand, Was p Latex Frcc",Glue stick Staples Brand Was Latex,Multiple,
"( Liquid glue liable, White",Liquid glue liable,1,White
(1) Pack of red pens,pens,Multiple,"Pack,red"
(1) Pack of highlighters,highlighters,Multiple,Pack
( Pack of post -its,post its,1,Pack
"(1) Twelve"" Ruler Plastic, Inch & CM, Cente"
r Holes,Holes,Multiple,
"( Reams of copy pa 20Ib, 8.5x1 1 '",Reams copy,1,5x1
(2) White Cardstock paper,paper,1,White
(1) Pack of wide ruled loose leaf paper,wide ruled loose leaf paper,1,Pack
(1) Large pack of baby wipes,Large baby wipes,Multiple,pack
( 4 -pack of thin multi -colored Expo Dry Erase,pack thin multi colored Expo Dry Erase,4,
( 4 -pack of multi -colored Dry markers EXP BRAND ONLY),pack multi colored Dry markers EXP BRAND ONLY,4,
"(3)1 Composition Notebooks, Erase Expo Markers, Chisel Low Order (EXPO ONLY)",Composition Notebooks Erase Expo Markers Chisel Low Order,3,
"Marble Cover, 100 sheets - Moming Journal",Marble Cover 100 sheets Journal,Multiple,
- Reading Interactive Joumal
- Vocabulary Journal,Vocabulary Journal,1,
(2) Poly/Plastic Duo -tang folders with pockets an,Plastic Duo tang folders,Multiple,
Folders should be labeled as follows: d prongs
-Blue folder Writing Folder
-Purple folder Unfinished Work,Purple folder Unfinished Work,1,
**Please insert 5 sheet protectors and apex 25 sh
folder** eets of lined paper into each,folder lined paper into each,1,
"(1) White 1 1 "" 3 -ring binder with clear pockets on (1) Pack of tab dividers - pack of 5 outside",ring binder,3,"White,Pack,pack"
(1) Can of Lysol Spray
"(1) Clorox Wipes Disinfecting Spray, Bleach free"
(1) Baby Wipes,Baby Wipes,Multiple,
(2) Pack of Sheet Protectors,Sheet Protectors,Multiple,Pack
(1) Boxes of tissue,tissue,1,Boxes
Girls- 1 Pack of sandwich sized Ziploc bags,Girls sandwich sized Ziploc bags,Multiple,Pack
Boys- 1 Pack of Gallon sized Ziploc bags,Boys sized Ziploc bags,Multiple,"Pack,Gallon"
