Input,Product,Quantity,Tags
>. Containers of Clorox/Lysa! wipes,Clorox wipes,Multiple,Containers
.-12 fl. Oz. Hand Sanitize( with pump,Hand Sanitize,12,
►5.00 for Weekly Reader
'ennis Shoes for P.E.,Shoes,Multiple,
Fourth & Fifth Grade
"NO Trapper Kee, Mechanical Pencils, Rolling Backpacks or Sharpeners"
"Keepers,",Keepers,Multiple,
2 plastic pocket folders w/prongs,plastic pocket prongs,2,
2 boxes of 24 count Crayola crayons,Crayola crayons,2,boxes
3 boxes of Kleenex,Kleenex,3,boxes
"1 pair of sharp pointed 5"" Fiskar scissors",sharp pointed Fiskar scissors,1,"5"",pair"
36 #2 pencils yellow or black only,pencils only,36,"yellow,black"
2 pkgs. of wide -ruled paper (200 count),wide ruled paper,2,
3 spiral Notebooks (60-80 sheets each),spiral Notebooks,3,
"1 8.5""x11"" heavy duty pencil bag",heavy duty pencil bag,1,"5"""
2 Elmer's glue stick (.77 oz),Elmer glue stick,2,
1 roll of paper towels,paper towels,1,roll
1 box Ziploc bags,Ziploc bags,1,box
"2 sets colored pencils (7""-24 count or larger)",colored pencils,2,"7"",sets"
5 pkgs. 3x5 lined index cards (100 count),lined index cards,5,3x5
3 containers of Clorox or Lysol wipes,Clorox Lysol wipes,3,containers
$5.00 for Science/Social Studies Weekly
2 packages Expo Markers,Expo Markers,2,packages
1 package black sharpies,sharpies,1,"package,black"
"1-12 fl, Oz. Hand Sanitizer with pump",Hand Sanitizer,1,
4 Highlighters,Highlighters,4,
1 composition notebook,composition notebook,1,
4 red pens,pens,4,red
Tennis Shoes for P.E.,Tennis Shoes,Multiple,
1 Elmer's Glue— 4 oz bottle,Elmer Glue,1,bottle
1 set of Dry Erase Markers,Dry Erase Markers,1,set
c.14.........v
1-12 fl. Oz Hand Sanitizer with,Hand Sanitizer,1,
Tennis Shdes for P.E.,Tennis,1,
