Input,Product,Quantity,Tags
• 4 packages of #2 pencils with erasers ***SHARPENED**,pencils,4,packages
• 1 package of pink erasers,erasers,1,"package,pink"
• 4 glue sticks,glue sticks,4,
• 1 package of dry erase markers with an eraser,dry erase markers,1,package
• 1 package of thin sharpie markers,thin sharpie markers,1,package
• 2 packages of Tined post -its,Tined post its,2,packages
• 2 rolls of paper towels,paper towels,2,rolls
• 2 boxes of tissues,tissues,2,boxes
• 1 box of gallon size Ziploc baggies,size Ziploc baggies,1,"box,gallon"
• 1 box of sandwich Ziploc boggles,sandwich Ziploc boggles,1,box
• 1 bottle of antibacterial hand sanitizer,antibacterial hand sanitizer,1,bottle
• 1 container of Clorox cleaning wipes,Clorox cleaning wipes,1,container
• 1 package of baby wipes,baby wipes,1,package
• 8 marble notebooks,marble notebooks,8,
"• 8 plastic folders with front bottom pockets (not side pockets) (2 red, 1 blue, 1 greei",plastic folders,8,
"black, 1 of your choice for Homework)",black your choice,1,
• 1 small box of crayons,small crayons,1,box
• 1 package of colored pencils,colored pencils,1,package
• 2 packs of white copy paper,pack copy paper,2,"packs,white"
• 1 package of 4 X6 index cards,index cards,1,package
• Earphones for laptops in a Ziploc baggie with their name on it.,Earphones,Multiple,
• A ruler with both inches and centimeters,ruler,1,
