Input,Product,Quantity,Tags
••°c o AT&T LTE
10:06 PM 1 74% J
docs.google.com,docs,1,
JOHN C. FREMONT MIDDLE SCHOOL SUPP,JOHN FREMONT MIDDLE SUPP,1,
7th Grade Supply List
❑ 3 -Ring Binder Large,Ring Binder Large,3,
❑ College rule notebook paper
❑ 3 - Spiral notebooks,Spiral notebooks,3,
❑ Spiral graph paper notebook (STAPLES),Spiral graph paper notebook,1,
❑ Graph paper,Graph paper,Multiple,
"❑ Red and black pens,",and pens,Multiple,"Red,black"
(no permanent markers),permanent markers,Multiple,
❑ Pencil Pouch,Pencil Pouch,1,
❑ 1 ruler with both Metric & Standard,ruler,1,
❑ Pencils #2 (1 box),Pencils,2,
❑ Eraser,Eraser,1,
"❑ 1 each: Yellow, Green, Blue & Pink Highlighter",each Yellow Green Highlighter,1,"Blue,Pink"
❑ 1 box of colored pencils,colored pencils,1,box
❑ Basic calculator with name clearly marked,Basic calculator,1,
❑ Flash drive/thumb drive 4G or bigger,Flash drive thumb drive bigger,1,
(recommended for computer work),recommended,1,
