Input,Product,Quantity,Tags
l JdUy WleE
Third Grade
Composition notebooks — 6 Brochhagen/1 Cirakoglu,Composition notebooks,Multiple,
1 pair headphones (to remain in scho,headphones,1,pair
G:'ue sticks — 8 Brochhagen/2 Ciralco,sticks,Multiple,
1 pair scissors,scissors,1,pair
1 box crayons 2 folders,crayons folders,1,box
1 box thick markers,thick markers,1,box
1 box thin markers,thin markers,1,box
handheld pencil sharpener,handheld pencil sharpener,1,
"4 pkgs. 4""x4"" Post Its",Post Its,4,"4"""
1 bottle anti -bacterial soap,anti bacterial soap,1,bottle
1 contniner of baby wipes,baby wipes,1,
