Input,Product,Quantity,Tags
2017
Total Qty Item,Total Qty Item,1,
1 1' Binder (for student organization),Binder,1,
"1 1 1/2"" Binder (for student organization)",Binder,1,"2"""
1 100 ct. wide -ruled spiral notebook,wide ruled spiral notebook,1,
2 200 ct wide Ruled Notebook Paper,wide Ruled Notebook Paper,2,ct
1 Broad line Colored markers (8 ct),Broad line Colored markers,1,
3 Colored Pencils (12 ct),Colored Pencils,3,
4 Facial Tissue,Facial Tissue,4,
1 Glue Stick,Glue Stick,1,
1 Hand-held Pencil Sharpener,Hand held Pencil Sharpener,1,
3 Marble Composition Book,Marble Composition Book,3,
1 Pencils (12 ct. box),Pencils,1,
2 100 ct. 3x5 Index Cards,Index Cards,2,3x5
6 Pens (blue or black),Pens,6,
1 Pink Eraser,Eraser,1,Pink
4 Ream Copy Paper,Copy Paper,4,Ream
2 Pocket Folder with Brads,Pocket Folder,2,
1 5 -Subject Spiral Notebook with Pockets,Subject Spiral Notebook,1,
