Input,Product,Quantity,Tags
2nd Grade Sample List 2017-2018,Sample 2017 2018,2nd,
f
"Mead® Five Star® Pocket Folders, Assorted Colors",Mead Five Star Pocket Folders Assorted Colors,1,
ElCrayons - Box of 24
D
"=«"". Paper Mate® Woodcase Pencils w/ Erasers",Paper Mate Erasers,Multiple,
IHeftv Hefty® Slider Bags,Hefty Slider Bags,Multiple,
Elmer's Glue Stick,Elmer Glue Stick,1,
_ Puffs Facial Tissues,Puffs Facial Tissues,Multiple,
"© Scissors 5"" Kids - blunt/rounded",Scissors Kids blunt rounded,Multiple,"5"""
Eraser(s)
© EjcPO EXPO Dry Erase Markers,EXPO Dry Erase Markers,Multiple,
QMarkers - Box(es),Box,1,
"© fTd Mead® Five Star® Composition Notebook Wide Ruled, Bound",Mead Five Star Composition Notebook Wide Ruled Bound,1,
© IThod Mead® Five Star® Spiral Notebook Wide Ruled,Mead Five Star Spiral Notebook Wide Ruled,1,
© School Box
1101 Clorox Disinfecting Wipes,Clorox Disinfecting Wipes,1101,
▪ ;Elmer's Glue Bottle,Elmer Glue,1,Bottle
© Colored Pencils - Box of 8,Colored Pencils,8,Box
