Input,Product,Quantity,Tags
• Pencils or Pen with and eraser
• 2 Compositions per Quarter,Compositions per Quarter,2,
• 1 fo'der per Quarter,per Quarter,1,
• Pack of fasi cards,cards,Multiple,Pack
• A box of tissues eaci Quarter,tissues Quarter,Multiple,box
• 5 D ac < anc w iite com Dosition Doo ‹s
• 4 two Doc ‹et i c ers r Dox (Di' in < Dens,two Doc,4,
• Merriam -We Dster co egiate cictionary anc' tiesaurus
• 'ig 'iters
"• 8""Xi ""crey erase Doarc mar<ers",erase mar,1,"8"""
• Coorec Denci s
• 2 pac<s incex care s,care,2,
• 4 Dac <s o: ':'le inec paper,paper,4,
"2 ,foxes oar ':issues 1 DCY:: e saniizer",foxes oar issues,2,
