Input,Product,Quantity,Tags
6th Grade Boys,Boys,6th,
• Highlighter Chisel Tip FL Yellow (EACH) (3)
"• Expo Low Odor Dry Erase Marker Chisel Tip Assorted 4 ct (I3K, Eel_, RI), (IN) (1)",Expo Low Odor Dry Erase Marker Chisel Tip Assorted,1,ct
• Self Stick Notes Yellow 100 ct 3 x 3 (5),Self Stick Notes 100,3,"3 x 3,Yellow,ct"
• 2 -Pocket Folder Paper w/Clasp Black (1),Pocket Folder Clasp,2,Black
• 2 -Pocket Folder Paper w/Clasp Purple (1),Pocket Folder Clasp,2,Purple
• Crayola Crayons 24 ct (1),Crayola Crayons,24,ct
"• 4 -Pack 2 -Pocket Folder Paper w/out Clasp (RD, BL, YL, GN) (1)",Pack Pocket Folder out Clasp,4,
• 2 -Pocket Folder Paper w/out Clasp Orange (1),Pocket Folder out Clasp,2,Orange
"• 2"" Durable 3 -Ring Binder Assorted (1)",Durable Ring Binder Assorted,1,"2"""
• Filler Paper College Rule Large Package (2),Filler Paper College Rule Large,1,Package
• Avery Index Divider 5 -Big Tab Poly Insertable w/Double Pockets (1),Avery Index Divider Big Tab Double Pockets,1,
• Spiral Notebook 3 -Sub Wide Rule Red 120 ct (1),Spiral Notebook Sub Wide Rule,20,"Red,ct"
• Spit di Notebook 3 -Sub Wide Rule Blue 120 ct (1),Spit Notebook Sub Wide Rule,20,"Blue,ct"
1l
I
". 1,"
""
1
