Input,Product,Quantity,Tags
Minneola Elementary Chart,Chart,1,
3rd Grade
"5 3 -prong folders: purple, red, green, black",prong folders purple red green,5,black
"1 2"" binder black, yellow",binder black,1,"2"",yellow"
2 spiral notebooks: purple & green (Reading + Math),spiral notebooks,2,"purple,green"
1
pack of crayons or colored pencils,crayons colored pencils,Multiple,pack
2 packs of pencils,pack pencils,2,packs
2 packs of dry erase EXPO markers- 1 pack of thin markers,dry erase EXPO markers thin markers,2,"packs,pack"
1 pack of erasers,erasers,1,pack
2 glue sticks,glue sticks,2,
2 packs of paper,pack paper,2,packs
1 scissor,scissor,1,
1 pack of highlighters,highlighters,1,pack
1 pencil box or pencil case,pencil pencil case,1,box
1 box of tissues,tissues,1,box
1 8oz bottle of hand sanitizer,hand sanitizer,1,bottle
