Input,Product,Quantity,Tags
FOURTH GRADE
1
ON THE EAR ADJUSTABLE BAND HEADPHONES
WIDE RULE RED MARBLE COMPOSITION BOOK 100CT ....••••••....•••••• 1 WIDE,WIDE RULE MARBLE COMPOSITION BOOK WIDE,1,RED
E RULE GREEN MARBLE COMPOSITION BOOK MGT,RULE MARBLE COMPOSITION BOOK,1,GREEN
1
WIDE RULE BLUE MARBLE COMPOSITION BOOK MGT.,WIDE RULE MARBLE COMPOSITION BOOK,1,BLUE
1
WIDE RULE PURPLE MARBLE COMPOSITION BOOK 100CT,WIDE RULE MARBLE COMPOSITION BOOK,100CT,PURPLE
...•••-1 WIDE RULE BLACK MARBLE COMP BOOK 100CT,WIDE RULE MARBLE COMP BOOK,1,BLACK
1 3SU B WIDE RULE SPIRAL 8.5X10.5 NOTEBOOK 120CT,WIDE RULE SPIRAL NOTEBOOK,1,
3 ELMER'S 0.77 OZ PURPLE WASHABLE GLUE STICK,ELMER WASHABLE GLUE STICK,3,PURPLE
3 SCO r i IES TISSUE 120CT,TISSUE,3,
36 . DIXON TICONDEROGA PRESHARPENED PENCIL,DIXON TICONDEROGA PENCIL,36,
x
1 CRAYOLA WASH THICK CLASSIC MARKERS 8CT,CRAYOLA WASH THICK CLASSIC MARKERS,1,
1 . 7' COLORED PRESHARPENED PENCILS 12CT,COLORED PENCILS,1,
x
2 PAPERMA1 BLACK FLAIR MED FE TIP PEN,FLAIR MED TIP PEN,2,BLACK
1 RED PLASTIC POCKET 1 OLDER,PLASTIC POCKET OLDER,1,RED
1 ORANGE. P.ASTI�C POCK FOLDEIR _ _,ORANGE POCK,1,
"1 GREEN PLAST C ,DOCK E =0.. 7E",DOCK,1,GREEN
R =
1 YELLOW '.AST C DOCK = _ )!=,DOCK,1,YELLOW
1 x ?LAST C 'POCK! :0 ) E
1 WHITE ALAS7 C DOCK,DOCK,1,WHITE
"6 3X3 HIGHLAND YE _ _OW NO"" !ES 1 DA) ' 00S -1'S"
2 SHARP E BACK NE MAR<:.1 1 EA,SHARP BACK MAR,2,EA
"1 I30X OI: REC'.OSA3 _ E GA'..ON '3AGS-20U""",REC,1,
"1 BLUNT 5"" SCISSORS",BLUNT SCISSORS,1,"5"""
1 =' _UORESCENT YE _LOW H G ^ _ G'77 El
"2 ' 'NK 3 EVE_ 'ERASER LK""EX =RI :",ERASER,2,
