Input,Product,Quantity,Tags
T w Bath & Rayons anu way -,Bath Rayons way,Multiple,
m o
document,document,1,
r Intonation on publicly
ava
has been created by
"on ublicly available information• Please check with your school for the most updated,,,,art based p",available information Please check,1,
RESIDENGEHALL GUIDELINE,GUIDELINE,1,
- Pro By The School
Bed & Wag liOs Size,Bed Wag Size,1,
Twin,Twin,1,
Twin Extra Long
Full
Comments: Twin - Centennial & McCabe Halls
Bedding & Akw sories,Bedding,1,
Sheets (suggest 2-3 sets),Sheets,Multiple,
Mattress Pad & Protector,Mattress Pad Protector,1,
Mattress Topper (Foam Topper or Fiber Bed),Mattress Topper,1,
"Bed Pillow(s), Pillowcases and Pillow",Bed Pillow and Pillow,1,
Protectors,Protectors,Multiple,
Comforter (Down Or Alternative),Comforter,1,
Blanket/Throw,Blanket Throw,1,
Alarm Clock,Alarm Clock,1,
Comments:,Comments,Multiple,
Bath/Personal Care & Grooming
Towels & Washcloths (suggest 2-3 sets),Towels Washcloths,Multiple,
Bathrobe & Shower Shoes/Flip Flops
Shower Caddy,Shower Caddy,1,
Scale,Scale,1,
If room has an attached bathroom - Soap
"Dish, Shower Curtain/Rings and Bath Rug",Dish Shower Curtain Rings and Bath Rug,Multiple,
Make -Up Or Shaving Mirror
Hair Dryer,Hair Dryer,1,
Flat/Curling Iron (With Auto Shut -Off),Flat Curling Iron,1,
Electric Razor,Electric Razor,1,
Electric Toothbrush,Electric Toothbrush,1,
Comments:,Comments,Multiple,
Laundry & Cleaning,Laundry Cleaning,1,
Laundry Bag/Basket,Laundry Bag Basket,1,
Laundry Supplies,Laundry,1,
I Drying Rack
1 Iron w/Auto Shut Off/Steamer,Auto Shut Off Steamer,1,
"I Cleaning Supplies, Broom and",Cleaning Broom ,1,
I Hand Vacuum,Hand Vacuum,1,
I Step Stool,Step Stool,1,
I Wastebasket & Trash Bags,Wastebasket Trash Bags,Multiple,
Comments:,Comments,Multiple,
Room Decor,Room Decor,1,
1 Area Rug/Throw Rugs,Area Rug Throw Rugs,1,
Toss Pillows/Floor Cushions
Frames,Frames,Multiple,
Backrest,Backrest,1,
I Candles/Incense
Odor Eliminator/Room Fragrance,Odor Eliminator Room Fragrance,1,
Fan
Space Heaters,Space Heaters,Multiple,
Comments: Window treatments not allowed — window treatments,Comments Window treatments not allowed window treatments,Multiple,
Drovid ed .
Dresser,Dresser,1,
Wardrobe/Closet,Wardrobe Closet,1,
Desk/Chair,Desk Chair,1,
Overhead Lighting
Mirror,Mirror,1,
Dust Pan,Dust Pan,1,
Can Bring
V Window Coverings,Window Coverings,Multiple,
Cable TV,Cable,1,
Internet Access,Internet Access,1,
Other. Trashcan & Recycling Bins,Other Trashcan Recycling Bins,Multiple,
Other:
WHAT TO BRING AND NOT TO BRING
Don't Bring Storage & Organization,Don Bring Storage Organization,1,
✓ Hangers,Hangers,Multiple,
Double Closet Rod,Double Closet Rod,1,
✓ Storage Crates/Utility Bins,Storage Crates Utility Bins,Multiple,
✓
Can Bring
Don't Bring,Don Bring,1,
Underbed Storage,Storage,1,
Bed Risers,Bed Risers,Multiple,
Memo Board (For Student's Door),Memo Board,1,
Over -The -Door Mirror
Wall Safe Adhesive (3M) - For Hanging Posters/Pictures
Flashlight/Batteries,Flashlight Batteries,Multiple,
"First Aid Kit, Sewing Kit and Tool Kit"
Umbrella,Umbrella,1,
Comments:,Comments,Multiple,
Desk Accessories,Desk Accessories,Multiple,
Desk Lamp/Light Bulbs (CFL Bulbs only In California),Desk Lamp Light Bulbs,1,
Halogen Lamps,Halogen Lamps,Multiple,
✓ Desk Supplies/Calculator,Desk Calculator,1,
✓ Lap Desk/Bed Desk,Lap Desk Bed Desk,1,
✓ Bulletin Board/Dry Erase Board
✓ Comments:,Comments,Multiple,
Can Bring
Can v.ny
Don't Bring,Don Bring,1,
Ele��r�nics & Audio,Audio,1,
Surge Protectors/Power Strips,Surge Protectors Power Strips,Multiple,
USB Hub/Wall Adapters,Hub Wall Adapters,Multiple,
Extension Cords,Extension Cords,Multiple,
Earbuds/Headphones,Earbuds Headphones,Multiple,
iPhone Pin/Lightning Cable/Android Microcable
Portable Charger,Portable Charger,1,
"Comments: TV allowed, no wall mounts allowed."
Kitchen Tools & Dining
Water Pitcher,Water Pitcher,1,
Don't Bring Coffee Maker,Don Bring Coffee Maker,1,
"Heating/Open Coil Appliances (e.g., Hot Plates,"
Toasters and Toaster Oven)
Microwave Oven,Microwave Oven,1,
Food Storage,Food Storage,1,
"Plates, Bowls and Eating Utensils"
✓ Can/Bottle Opener
Comments:,Comments,Multiple,
Can Bring Don't Bring
✓
\
can o.a.y Don't Bring
✓
Can Bring Don't Bring
Outlet splitters not allowed.,Outlet splitters not allowed,Multiple,
Can Bring Don't Bring
Shop online at bedbathbevond.com/shootorco11ece,Shop,1,
