Input,Product,Quantity,Tags
6r. 72. and Grades
"2-Elmer's Small Glue Stick Washable Purple, Dries Clear",Elmer Small Glue Stick Washable Purple Dries Clear,2,
ayola Fi'Il-Length Colored Pencils Pre -sharpened 12ct,Length Colored Pencils sharpened,12ct,
1-Crayola Washable Markers Conical/Broad Tip Assorted Colors l2ct,Crayola Washable Markers Conical Broad Tip Assorted Colors,1,
"1-Fiskars Scissors Pointed 5""",Scissors Pointed,1,"5"""
4 -Index Cards Ruled White l0Oct 3x5,Index Cards Ruled,4,"3x5,White"
2 -Highlighter Chisel Tip Fl. Yellow,Highlighter Chisel Tip,2,Yellow
3 -Filler Paper Wide Rule Lai=ge Package,Filler Paper Wide Rule,3,Package
2 -Expo Low Odor Dry Erase Marker Fine Tip Black,Expo Low Odor Dry Erase Marker Fine Tip,2,Black
2 -Pencil #2 Yellow Woodcase Sharpened l2ct,Pencil Sharpened,2,Yellow
4 -Mead Composition Book (Wide Rule) Black Marble l04ct 9.75x7.5,Mead Composition Book Marble,4,"75x7,Black"
13 -Manilla File Folder Letter Size 1/3 Cut,File Folder Letter Size Cut,13,
"3 -Spiral Notebook 3 Sub Wide Rule Red 120 ct.,",Spiral Notebook Sub Wide Rule 120,3,Red
2 -Spiral Notebook 3 Sub Wide Rule Blue 120 ct.,Spiral Notebook Sub Wide Rule 10,2,Blue
1 -Graph Paper Quad Rule (4x4J Pad Soct 8.5 x 11 (no holes),Graph Paper Quad Rule Pad,1,5 x 1
"1-Prow =actor Clear Translucent Plagic 6""",Prow actor Clear Translucent,1,"6"""
11.-PaperMate Pink Pearl Latex -Free Eraser,Pearl Latex Free Eraser,11,Pink
1 -Sealable Freezer Storage Bags Gallon,Freezer Storage Bags,1,Gallon
1 -Sealable Storage Bags Sandwich,Storage Bags Sandwich,1,
1 -1 - Sanitlzer w/Pump 8 oz.,Pump ounce,1,
