Input,Product,Quantity,Tags
\ortb
2017--2018
=first Grace Supply List,Grace,1,
✓/packs glue sticks
✓1 boxes of crayons,crayons,1,boxes
1 -1 inch binder with cover,inch binder,1,
4 plastic 2 -pocket folders,plastic pocket folders,4,
1 pack construction paper,construction paper,1,pack
3 composition notebooks (wireless),composition notebooks,3,
1 pack of skinny dry erase markers,skinny dry erase markers,1,pack
2 pack of pencils - NOT Dixon Pencils,pencils NOT Dixon Pencils,2,pack
2 packs of cap erasers,pack cap erasers,2,packs
pack of rectangle erasers,rectangle erasers,Multiple,pack
Scissors,Scissors,Multiple,
' wipes,wipes,Multiple,
boxes of kleenex
1 box of ziploc bags (girls - quart size; boys - gallon size),ziploc bags,1,"box,gallon"
1 plastic crayon box,plastic crayon,1,box
1 pack of index cards,index cards,1,pack
kid size garden gloves,kid size garden gloves,Multiple,
Wish List,Wish,1,
Avery 5160 address labels,Avery 5160 address labels,Multiple,
paper plates,paper plates,Multiple,
page protectors,page protectors,Multiple,
card stock,card stock,1,
brown lunch sacks,lunch sacks,Multiple,brown
$1.00 STEM donation,STEM donation,1,
