Input,Product,Quantity,Tags
Second Grade Supply List
To make Second Grade a success we will need the following supplies:
•
ic.K5
taper,taper,1,
6kPt FnIders
n T1-
- D....1. r VJ 1 - 1
C f.. 1 u�.1�J
1-PQ f vred rencils
2 Packs of bry Erase Markers,Erase Markers,2,Packs
Aiticindex Cards,Cards,Multiple,
2 Pwages o ncils 1 Pencil Case,Pencil Case,2,
I -Pack& Wid& Lne . 8Y11 Wr-i#; Paper,Pack Paper,1,
1 Tw&ve- nc. er with Inc a txnd- Centimeters
1.P :k -af !-±i i g .
o rv► s 2 Boxes of ' J1on Size Zir k%,Size,1,Boxes
2 ° p owels 2 foxes u i T issues,foxes issues,2,
Soap 1 Puc K ;►fir' ; Nms,Soap fir,1,
1 - anitizer
"Thank -ror your cooperation,"
Second Grade Teachers,Teachers,Multiple,
