Input,Product,Quantity,Tags
Fifth Grade Supply List
t pencil bag,pencil bag,1,
4 dry -erase markers black,dry erase markers,4,black
1 pack of black pens,pens,1,"pack,black"
24 #2 pencils (no mechanical),pencils,24,
t pack of markers,markers,Multiple,pack
1 pair headphone,headphone,1,pair
1 pair of scissors,scissors,1,pair
4 two pocket folders,two pocket folders,4,
2 packs of loose leaf -paper,pack loose leaf paper,2,packs
3 composition books,composition books,3,
2 glue sticks,glue sticks,2,
2 boxes of tissues,tissues,2,boxes
I colored pencils (at least 12 colors),colored pencils,Multiple,
"i""'Dny ScFioulSipyly Wits ego not include FieacdpFiones or (lptionalirzms."
Orders must 6e ylaced6yJune 15` and will 6e £e(iverec(to classrooms
4
{
• r
