Input,Product,Quantity,Tags
•..o T -Mobile 6:52 PM,Mobile,1,
41% Co
eastmeadow.k12.ny.us C
WOODLAND MIDDLE SCHOOL,WOODLAND MIDDLE,1,
SEVENTH' .§ EIC GRADE SRPPLy UST
2016-2017
Supplies to be used for all o
4 -Marble Conapositio. Notebooks,Marble Notebooks,4,
4-2' Winders,Winders,4,
4 -Packages of Subject Dividers,Packages Subject Dividers,4,
4 -Packages of loose Leaf Paper,Packages loose Leaf Paper,4,
1 -Package of rtigghLighters (variety of colors),Package,1,
1-Paekage of Cotored Pencils,Pencils,1,
1 -Package of /slack Pens,Package slack Pens,1,
1-Paeozage of Etta PcnS,Etta,1,
2 -Packages of •2 Pencils,Packages Pencils,2,
1 -/sox of Rein forcenaents,Rein,1,
1 -Wattle of wits -out,Wattle wits out,1,
2-4lue Sticks,Sticks,2,
1•Pencil Sharpener with Cover,Pencil Sharpener,1,
1 -Flash Drive,Flash Drive,1,
1 -Ruler,Ruler,1,
4 -Packs of Post -It Notes,Packs Post Notes,4,
./2' Winder for Chorus Students Only,Winder,2,
