Input,Product,Quantity,Tags
J School Supply List
Folder (Pocke and Brads Required) 1 Yellow),Folder Yellow,1,
2
"1 Blue, 1 Red,",Blue Red,1,
4 Black Vinyl (1 Gre,Vinyl,4,Black
"4 Folders with Pockets and Brads arble, 100 count",Folders,4,
"4 composition notebook, black",composition notebook,4,black
3 -Packages of Wide Rule Notebook,Packages Wide Rule Notebook,3,
Paper,Paper,1,
2 Packages of Colored Map Penc,Colored Map,2,Packages
1 Package of Red Pens,Pens,1,"Package,Red"
1 Package of Black Pens - ened),Pens,1,"Package,Black"
3 Dozen #2 Pencils (Presharp,Pencils,3,Dozen
4 Highlighters,Highlighters,4,
2 Sets of 12 Washable Markers,Washable Markers,2,Sets
1 --Package of 4 Expo,Package Expo,1,
- 1 Box of Crayons - -,Crayons,1,Box
1 Pair of Student Scissors with Points,Scissors,1,Pair
and Centimeters,and Centimeters,Multiple,
1 12 Inch Ruler with Inches,Inch Ruler,1,
1 Pencil Bag,Pencil Bag,1,
6 Small Glue Sticks,Small Glue Sticks,6,
2 Bottles of Glue All Glue,Glue All Glue,2,Bottles
4 Large Boxes of Kleenex,Large Kleenex,4,Boxes
1 Box of Baby Wipes,Baby Wipes,1,Box
1 Package of 12 x 18 Manila Paper,Manila Paper,1,"12 x 1,Package"
1 Package of 12 x 18 Colored Construction Paper,Colored Construction Paper,1,"12 x 1,Package"
1 Accordion File or 2 inch Binder with Accordion File (Traper Keeper style with,Accordion File inch Binder,1,
handle works well)
2 sets of Earbuds,Earbuds,2,sets
Boys,Boys,Multiple,
1 Box of Gallon Bags,Bags,1,"Box,Gallon"
1 Package of 9 X 12 Construction Paper,Construction Paper,1,Package
Girls,Girls,Multiple,
1 Box of Quart Bags,Quart Bags,1,Box
1 Package of 9 x 12 Manila Paper,Manila Paper,1,"9 x 1,Package"
