Input,Product,Quantity,Tags
"6th Grade Kit Price = $69.46 Item Number Qty. Brand Description •� 1296""",Kit Price Item Number Qty Brand Description 1296,6th,"1296"""
"Tae -It Tape, Invisible, w/Dispenser, 3/4 x",Tape Invisible,1,
218041 2R1 P
"255019 * 1Ea Sent Earbuds w/ Case epic, 200 Ct.",Sent Case epic 200,255019,
o Allerg
"261095 5Bx Scotties Facial Tissue, 'Scotties', Nyp„ ••",Scotties Facial Tissue Scotties,261095,
"x 11 , 500/Pk, White"
"256003 1 Pk Staples BULK Copy Paper, 20 Ib, BCenter Holes, Asst.",Pack Staples BULK Copy Paper Holes Asst,256003,Pk
"244004 * 1 Ea CLI Ruler, 12"", Plastic, Inch & Cm",Ruler Plastic Inch,244004,"12"",Ea"
"10 Pockets, 11"" x 8.5 ,Asst.",Pockets Asst,10,"11"""
"211078 1 Pk CLINE Dividers, 3 Ring, Poly, 5 -Tab",Pack CLINE Dividers Ring Tab,211078,Pk
"206046 1 Ea SchoolKidz Pencil Case, 3 -Hole,",Pencil Case Hole,206046,Ea
"10"" x 7"", Mesh Front, Asst.",Mesh Front Asst,1,"10"""
"V6111 12Ea Staples Pen, Stick, Medium Point, Black"
"227027 2Pk Staples Filler Paper, Wide Rule, 10.5 x 8"", 120/Pk",Staples Filler Paper Wide Rule 120,227027,"8"""
"232066 1Pk Tape-It/Bazic Graph Paper, 4 Sq/In, 10.5""x 8"", 100/Pk, 3 Hole",Tape Graph Paper 100 Hole,232066,"5"""
"#2, Unsharpened,",Unsharpened,2,
nshar ened
"V6125 2Pk Staples Pencils,p , All Wood, Dz."
"226006 * 1Pr Westcott Scissors, 7"", Pointed Tip, Latex Free, Asst.",Scissors Pointed Tip Latex Free Asst,226006,"7"""
"207011 2St Prang Pencils, Colored, 7"", Sharpened, 12/Set",Pencils Colored Sharpened Set,207011,"7"""
"218045 2Pk 3M 'Post -It' Notes, 3"" x 3"", Yellow, 100 Sht/Pd",Post Notes Yellow 100,218045,"3"""
"208090 10Ea Sargent Art Glue Stick, Washable, .74 oz.",Sargent Art Glue Stick Washable ounce,208090,
"235002 1Pk Esselte Index Cards, 3"" x 5"", Ruled, 100/Pk, White",Index Cards Ruled 100,235002,"3"",White"
"254025 4Pk Staples Highlighters, Chisel Tip, Yw/BI/Gn/Pk/Or/Pur, 6/pk",Staples Highlighters Chisel Tip,254025,
"207003 1St Prang Markers, Washable, Classic Colors, Wide Tip, 8/Set",Markers Washable Classic Colors Wide Tip Set,207003,
"254044 4Ea Expo 2 Marker, Dry Erase, Chisel Tip, Low Odor, Black",Expo Marker Dry Erase Chisel Tip Low Odor,254044,Black
"V6112 2Ea Staples Pen, Stick, Medium Point, Red"
"232059 3Ea Staples Composition Book, Marble Cover, WR, 100 Sheets, BLK",Staples Composition Book Marble Cover 100 Sheets,232059,
"201016 * 1Ea Maped Sharpener, Pencil & Crayon, DbI Barrel, Canister",Sharpener Pencil Crayon Barrel,201016,Canister
"102S 1Pk Staples Notebooks, Spiral, 2Pk, WR, 70Ct, Blue/Red",Staples Notebooks Spiral Blue Red,102S,
"266022 1Ea CLI / Bazic Correction Tape, w/Dispenser ID Labels",Correction Tape,266022,
"TT1 1Ea Bonus Items Free ""Money From Home"" Envelopes & Student"
