Input,Product,Quantity,Tags
2 edcC
2 psckasa trtda ruled paper Ito b -,ruled paper Ito,2,
1 3 -nag Mader & p na,nag,1,
1 2 pock plague dntden,pock plague,1,
1
1 red pen,pen,1,red
2 pocks d✓! pencils lr - peril
1 set colored penal*,colored penal,1,set
1 boa of crayons 116 pound,boa crayons 6 pound,1,
"1 set of 16m marker, Iron -waned. wet-baaedl",marker Iron waned wet,1,set
2 haghl4hters
setae schod due d of
2 Imp due IMAM,Imp due IMAM,2,
1 pear d.ceees,pear,1,
1 appered supply ame IMO BO%E31,IMO,1,
1 an smock lead shm labeled with Mme(,smock lead labeled,1,
1 package 3o3 ruled udeo ord.,ruled,1,package
3 loeodor dry mite market,dry mite market,3,
3 Compoatort black/t1uta marbled,black marbled,3,
"1 headphones ar ear buds to plug onto computer. _ , labeled fA b"
1 clear ruler,clear ruler,1,
1 gallon and aploc moray bap,and moray,1,gallon
1 aandexh used airier npbc smogs begs,used airier smogs begs,1,
1 bon d trues,trues,1,
