Input,Product,Quantity,Tags
files.constantcontact.com,files,Multiple,
2017-2018 Everest Supply List,Everest,2017,
1 Of 1 Grade 3
Item and Description Quantity (Label Each with Child's Name),Item and Description Quantity,1,
12 -Inch Ruler (With Metric) 1,Inch Ruler,12,
Crayola Classic Color Crayons 1 Box of 24,Crayola Classic Color Crayons,24,Box
Crayola Classic Color Washable Markers (Fine Tip) 1 Box of 8,Crayola Classic Color Washable Markers,8,Box
Crayola Colored Pencils 1 Box of 24,Crayola Colored Pencils,24,Box
Dry Erasers for White Boards 2,Dry Erasers,2,White
Elmer's All School Glue (Liquid) 1 Multi -Purpose 4 oz. Bottle
Eraser (Pink Beveled) 1,Eraser,1,
Glue Sticks 2 Sticks,Glue Sticks Sticks,Multiple,
Mead Notebooks (Sewn Binding) Primary Composition Book Full Page 4 Single Space (NOT Dotted Line)
Non -Toxic Low -Odor Dry Erase Markers (Black) 2 Packages of 4 (Black),Non Toxic Low Odor Dry Erase Markers,4,Packages
"Pencil Case, Zippered (No Pencil Boxes) 1",Pencil Case Zippered,1,
Pencils - Sharpened #2 3 Dozen,Pencils Sharpened,3,Dozen
"Pens, Red (Medium Point) 2 Pens",Pens Pens,Multiple,Red
"Plastic Heavy Duty 2 -Pocket, 3 -Prong Folder (Solid Colors) Blue, Red, Black, Yellow, Green, Orange, Purple, White (One of Each)"
"Multipurpose Copier/Printer Paper 8 1/2"" x 11"" - Ream of 500 Possible colors: yellow, green, blue, pink, lavender, orange, Christmas green/red"
Rosary and Small Rosary Pouch 1,Rosary and Small Rosary Pouch,1,
Scissors 1,Scissors,1,
Sharpie Accent Highlighter 2,Sharpie Accent Highlighter,2,
"Large (Black, Green, and Blue)"
Text Book Covers Small (Purple)
USB Memory Stick (Flash/Jump Drive) 1 (8 GB Minimum - Preferably on a Keychain or Lanyard),Memory Stick Flash Jump Drive,1,
Hand Sanitizer 1 bottle,Hand Sanitizer,1,bottle
