Input,Product,Quantity,Tags
"2"" Gradc Supply List (tor students)"
16 pack crayons,crayons,16,pack
sticky notcs (3-6 pads any color),sticky,1,pads
eraser,eraser,1,
composition notebook,composition notebook,1,
"3 - one subject ""2 pockct"" foldcrs (1 blue.",one subject,3,
2 • one suticct notcbooi►s (wide ruled),one,2,
(iass Donationi
".,y n:.nn TirAA_deMis pCflCliS"
g me sticks,sticks,Multiple,
b2 Dixon Ticonderoga CflC%1,Dixon Ticonderoga,1,
1 hand held pencil shaspctui,hand held pencil,1,
1 pack of colored pencils,colored pencils,1,pack
"lred,%gTecfl)"
Clue Sticks,Clue Sticks,Multiple,
