Input,Product,Quantity,Tags
bilPgrattbStA
2 • • mrun—su ajec• - nor e000 cs 2 'coxes a pencils,nor coxes pencils,2,
3 pac <agas of pos (3x3)
2 arge sue sic <s,sue sic,2,
2 pc <s of cry erase mar <ers,cry erase mar,2,
pox of -issues,pox issues,Multiple,
set aF head phones wrFh,head phones,Multiple,set
microphone (examples),microphone,1,
v o Corox wipes,wipes,Multiple,
wo—noc ce - o c ers:
green (o as—lc/vinyl)
rec (pas 1c/vin/ ),rec,1,
any prirr' (any ma
•
", microphone",microphone,1,
r'
_ __ ne_ ''o owing Q.ms wi Oe co ec _ec Por common use in -' ie c a ssroom
• oox co orec penci s
• box mar <ers (8 pac (),mar,1,box
• oox crayons (% pc(),crayons,Multiple,
penci case - o <eep our c �i c Anize II ( choose a sol?--sic
y org
z10 nre.d case since - narc (o> 1/p e) cases -l up • much space
am are cons - -1 Pa `ing oPP/ --neir c es <s.)
