Input,Product,Quantity,Tags
1 1 11 al .uflu R U riurrie. f111 suppiies will be Ke DT in scnooi. we wuuiu
"3gest paving pence s, g ue, crayons anc a scissors at some to com 3 ete"
mewor <. Tlan < you 1=or your le 3 am we oo < forwarc to meeting wit
September!
"Sincere y, Mrs. Aquino"
• 2 black and white marble notebooks,and marble notebooks,2,"black,white"
"• 4 solid colored folders without fasteners (1 orange, 1 yellow, 1 blue,",solid colored folders without fasteners,4,
• 1 green) *bo not buy a red or purple folder. We will provide.
• 4 reams of white copy (Xerox) paper 8 1/2 X 11,reams copy paper,4,white
• 1 pack of construction paper - not in the book - single sheets,construction paper not the book single sheets,1,pack
• 5 packages of Elmer's glue sticks,Elmer glue sticks,5,packages
• 4 pink erasers,erasers,4,pink
• 4 boxes of 24 count Crayola crayons,Crayola crayons,4,boxes
• 2 packs of Expo (Dry Erase Markers),pack Expo,2,packs
• 1 box of thin size Crayola Markers,thin size Crayola Markers,1,box
• 4 Containers of Clorox Wipes,Clorox Wipes,4,Containers
• 4 boxes of tissues,tissues,4,boxes
• 4 rolls of paper towels,paper towels,4,rolls
• 2 liquid hand soap,liquid hand soap,2,
• 3 boxes of gallon size Ziplock bags,size Ziplock bags,3,"boxes,gallon"
• 1 box of quart size Ziploc bags,quart size Ziploc bags,1,box
• 2 pack of 3x3 post -its,post its,2,"3x3,pack"
• Earphones,Earphones,Multiple,
• 3 packs of pencils (please buy good quality pencils because otherwise the,pack pencils,3,packs
"not sharpen and then we can't use them, thank you)"
"Ivm{-IM im.,...frlu-„iIv:1r•"
