Input,Product,Quantity,Tags
"Icrlde gar - Supp y -es""",gar Supp,1,
5 Doxoso:
8 um Do ; : ; #2 penci s
'DC
ck o
Tascrs :DO ymer Drano,Drano,1,
t�
:umoo c u^ sicks,sicks,Multiple,
"bo w r"" 'rr/ s V I • V uc"
•
1 box a' to 00 c a on size sacs girs,size sacs,1,box
box a' ZpoC cuar size bags-- goys,size bags,Multiple,box
pack o coS ruc0fl paper,paper,1,pack
z octic ooucl
pd
Q: 5„ � u mcra scissors,scissors,Multiple,
