Input,Product,Quantity,Tags
"41 Boxes of Crayons, 24 cotint",Crayons,41,Boxes
I par ft won zipper pencil pouch
1 package of eap erasers (24count),erasers,1,package
4 Eimer's glee stick (.77 oz.),glee stick,4,
1 Ass.. highlighters (4 pack),Ass highlighters,1,
2 Package of bullet EXPO o dry erase market - (4 count ),bullet EXPO dry erase market,2,Package
"Composition notebook wide rule (not spiral notebook, 100",Composition notebook wide rule,1,
Packages of white copy paper(500shcww,copy paper,1,"Packages,white"
1 Pack )
"4 Spiral notebooks (1 subject, wide ruled, 70 CT)",Spiral notebooks,4,
1 P'ae.g slash pocket divider- assorted,slash pocket divider assorted,1,
2 Plastic Pocket folders,Plastic Pocket folders,2,
72 No.2 g 4phite core pencils -black lead icondety a piaci,core pencils black lead,72,
FIFTH E�
"s 6,0"
GR
48 o. 2 pencil,pencil,48,
"2 Packages (300ct) loose leaf paper, wide ruled",loose leaf paper wide ruled,2,Packages
"4 Poly -pocket folders (plastic) with brads (solid colors - red, blue,",pocket folders plastic,4,
"y ellow , black)"
2 Boxes of Expo dry erase marke (4 count),Expo dry erase,2,Boxes
"2 Single subject spiral notebooks (70 CT, any solid co",Single subject spiral notebooks,2,
"4 Composition notebooks (non -spiral, any solid color 100 page)",Composition notebooks,4,
lm
4 Elmer's s glue sticks oz.),Elmer glue sticks ounce,4,
2 Boxes of facial tissue,facial tissue,2,Boxes
1 Package of washable colored markers (8C1),washable colored markers,1,Package
1 Pair of scissors: 5' with blunt tip,scissors,1,Pair
Updated: 3/23/2017,Updated,2017,
REMEMBER: YQU MAY PURCHASE SLJPI
...�. *****DISTRICT POLICY - NO RO CL],DISTRICT POLICY,1,
