Input,Product,Quantity,Tags
Edie Jarrell.,Edie,1,
"Kevin Klein, Assistant",Kevin Klein Assistant,1,
2nd Grade Supply List
2017 -2018
"• 1 box- Crayola Crayons, 24 count",box Crayola Crayons,1,
"• 1 pack- Colored Pencils, 12 assorted colors",pack Colored Pencils assorted colors,1,
• 4 dozen- sharpened #2 pencils,dozen sharpened pencils,4,
• 1- pencil box,pencil,1,box
"• 1- 12"" wooden ruler, inches and centimeters, no center holes",wooden ruler inches and centimeters center holes,1,"12"""
"• 4- Elmers Glue sticks, washable, purple",Elmers Glue sticks washable,4,purple
"• 1 pair- Scissors, blunt tip, 5""",pair Scissors blunt tip,1,"5"""
"3- Dry Erase Markers, chisel tip, black",Dry Erase Markers chisel tip,3,black
"• 2 packs- 2""x 2"" adhesive notes, yellow colored",packs adhesive notes colored,2,"2"",yellow"
"• 2 packs- 3 ""x 3"" adhesive notes, yellow colored",packs adhesive notes colored,2,"3"",yellow"
"• , Composition Notebooks, Marble Cover, Black, Wide ruled",Composition Notebooks Marble Cover Black Wide ruled,Multiple,
"• 3- 1"" Binders, 3 Ring, Clear View►",Binders Ring Clear View,3,"1"""
"• 10- Page Protectors, Letter Size, Clear",Page Protectors Letter Size Clear,10,
"• 2 packs- 5 -Tab Notebook Dividers, Write on Tabs",packs Tab Notebook Dividers Write Tabs,2,
"• T pack- Filler Paper, Wide Ruled",pack Filler Paper Wide Ruled,1,
"• 3 Plastic Folders- Yellow, Red, Blue",Plastic Folders Yellow Red,3,Blue
"• 1 Ream White Copy Paper, 500 sheets",Copy Paper 500 sheets,1,"Ream,White"
• 1 Box Tissues,Tissues,1,Box
"• 1 Bottle Hand Sanitizer, Standard",Hand Sanitizer Standard,1,Bottle
"• 1 Set Headphones, Ear Cushions",Headphones Ear Cushions,1,Set
