Input,Product,Quantity,Tags
•••oc Sprint LTE,Sprint,1,
11:33 AM 7 86% MIr
Done 1 of 23
RIDGEWAY THIRD GRADE SUPPLY LIST 2016-2017,2016,2017,
1 Box Crayola Washable Markers,Crayola Washable Markers,1,Box
"2 Boxes Crayola Crayons, Tuck Box, 16 Count",Crayola Crayons Tuck Box,2,Boxes
"4 Composition Book, Marble Cover, Black, Wide, 100 Sheets",Composition Book Marble Cover Black Wide 100 Sheets,4,
2 Red Plastic Folders w/2 Pockets,Plastic Pockets,2,Red
2 Blue Plastic Folders w/2 Pockets,Plastic Pockets,2,Blue
2 Yellow Plastic Folders w/2 Pockets,Plastic Pockets,2,Yellow
2 Orange Plastic Folders w/2 Pockets,Plastic Pockets,2,Orange
2 Green Plastic folders w/ 2 Pockets,Plastic Pockets,2,Green
2 Purple Plastic Folders w/2 Pockets,Plastic Pockets,2,Purple
"1 Pack Crayola Colored Pencils, Sharpened, 12 Count",Crayola Colored Pencils Sharpened,1,Pack
1 Pack of 3 Highlighters (any of these three colors: Yw/BI/Gn/Pk/Or),Highlighters,1,Pack
"6 Dozen Dixon Pencils, #2, Ticonderoga",Dixon Pencils Ticonderoga,6,Dozen
"1 Pair Scissors, 'For Students'",Scissors F,1,Pair
2 Tissue Boxes,Tissue,2,Boxes
1 Gallon Zip lock box 20 Count,Zip lock,1,"Gallon,box"
3 Glue Sticks,Glue Sticks,3,
3 Pink Erasers,Erasers,3,Pink
6 Expo thin black only dry erase markers,Expo thin only dry erase markers,6,black
"5 Post it Notes 3"" x 3""",Post Notes,5,"3"""
'Please make sure you only buy Expo brand thin black dry erase markers.
rT1
