Input,Product,Quantity,Tags
1 1 Pencil pouch,Pencil pouch,1,
—� Blue or black pens,pens,Multiple,"Blue,black"
No. 2 pencils,pencils,Multiple,
Pencil sharpener,Pencil sharpener,1,
Highlighters,Highlighters,Multiple,
Permanent,Permanent,1,
markers,markers,Multiple,
Erasers,Erasers,Multiple,
""""" iree-ring inc er"
^a lree-10 e- DUnC 1
Gra Di pa Der,Der,1,
Su D'ect c ivic ers
nc ex cards,cards,Multiple,
:o ers
1 __1 Loose-leaf paper,Loose leaf paper,1,
or spiral notebooks,spiral notebooks,Multiple,
1 1 Glue,Glue,1,
Post -its,Post its,1,
White -Out
1 Protractor & ruler,Protractor ruler,1,
Scissors,Scissors,Multiple,
Graphing ca cu ator
Coa Dination ock
persona organizer/,persona organizer,1,
ca endar
3ook socks,socks,3ook,
Eackpack
_unch bag,bag,1,
"':3 .'1C ': . ,.;'it+. TF is ��r"
