Input,Product,Quantity,Tags
iPad 11:20 PM 44% Cl
School list
Mechanical pencils,Mechanical pencils,Multiple,
#2 wooden pencils,wooden pencils,2,
Small pencil sharpener,Small pencil sharpener,1,
Pencil top erasers,Pencil top erasers,Multiple,
Loose notebook paper,Loose notebook paper,Multiple,
3 jumbo book covers,jumbo book covers,3,
Pencil pouch,Pencil pouch,1,
Colored pencils,Colored pencils,Multiple,
Highlighters,Highlighters,Multiple,
Composition notebook,Composition notebook,1,
"2"" binder",binder,1,"2"""
5 dividers,dividers,5,
1 subject notebook,subject notebook,1,
"2"" binder",binder,1,"2"""
Dividers,Dividers,Multiple,
1 subject notebook,subject notebook,1,
1 subject notebook,subject notebook,1,
1 subject notebook,subject notebook,1,
Folder,Folder,1,
Folder,Folder,1,
Folder,Folder,1,
