Input,Product,Quantity,Tags
1 box 24 ct. Lrayola Lrayons
"5"" 1ointec. 1E'isar Scissors",Scissors,1ointec,"5"""
2 Wice-ru&. :3ooK(70 pae)
2 Siraote
— 1 : o:.c.ers w/ 13racs-ciTerent co Lars,Lars,1,
DOX
"-4474,"
•
Crayol.a CIassic 13r0ac-ti Was1aDe Markers,Markers,Multiple,
"- I :_2"" StancarcllVletric er"
1
Y
1.mer' s W:iite Gue 8 oz.,mer ounce,1,
IG1ue Stics (2- c.
7iner Sun ?ouc,Sun,7iner,
Iiec?ens,ens,Multiple,
"2"" 3 -:Sing :3incer Co ra (eeer)",Sing,3,"2"""
2 200 ci.. Wie-rue o1;eDoo :a?er,rue,2,
"sei iljivic.ers wir,i `.:a'ps"
ciL. Coore ?encis
TT: �1_1:
