Input,Product,Quantity,Tags
1st Grade Class Supply List,Class,1st,
• 12 white Elmer's glue sticks,Elmer glue sticks,12,white
• 9 disappearing Elmer`s glue sticks,disappearing Elmer glue sticks,9,
• 1 8 -ounce bottle E Imer's glue,ounce glue,1,bottle
• 1 box baby wipes,baby wipes,1,box
• 2 canisters disinfecting wipes,canisters disinfecting wipes,2,
• 1 box thin Crayola washable markers,thin Crayola washable markers,1,box
• 1 box 21 -pack Crayola crayons,pack Crayola crayons,1,box
• 1 box gallon -size Ziploc bagg' ies,size Ziploc,1,"box,gallon"
• 1 Package brown paper lunch bags,paper lunch bags,1,"Package,brown"
• 2 boxes Kleenex,Kleenex,2,boxes
• 36 Dixon Ticonderoga *2 pencils (sharpened),Dixon Ticonderoga pencils,36,
• 8 large pink erasers,large erasers,8,pink
• 9x8xr pencil box,pencil,1,"9x8,box"
"• 1 2pocket folders (one each_green,yellow, red, orange)",folders,1,
• 3 wide -ruled spiral notebooks,wide ruled spiral notebooks,3,
• 2 more) eoms of 81 x 11 copy paper,copy paper,1,81 x 1
97pack mutticolorr thick Expo dry_erasemarkers,thick Expo,97pack,
• 1 pair headphones,headphones,1,pair
SE) _
•
sue. ���._-----,sue,1,
