Input,Product,Quantity,Tags
Cordelb E'. 1 School
1 Supply Ust for 2016-2017
• Backpack without wheels
"• 1 s:....,:...: supply box (must fit in desk)"
• 2- 24 pack of crayons (Crayola),crayons,2,pack
• 1.24 pack of colored pencils (Crayola),colored pencils,1,pack
• 6 dry erase ....:....:,dry erase,6,
• 1 par of scissors (Fiskars or Wescott),par scissors,1,
• 2 plastic bottom pocket folders,plastic bottom pocket folders,2,
• 1 pock of 3 large erasers,pock large erasers,1,
• 4 marble composolwn notebooks,marble notebooks,4,
• 3 boxes of #2 pencils,pencils,3,boxes
• 3 packs of 3x5 whole unhned ndex cards,pack whole cards,3,"3x5,packs"
• 12 glue st cks,glue,12,st
• 2 contmner of baby wipes,baby wipes,2,
• 1 set of h. ...:..:........: (NO ti _.) Can be p.. at your local
dollar store,dollar store,1,
• 1 box of Zpploc bags with shde slipper opening (gallon sin),bags,1,box
Yee WJs teeeher say rapist it in the f.o.
