Input,Product,Quantity,Tags
•ieoo Verizon
8:45 AM
nhcs.net,net,1,
1 of 1
e - Glue Sticks,Glue Sticks,Multiple,
2017-20
4 — Yellow Highlighters,Highlighters,4,Yellow
2 — Packs of pre -sharpened 42 Pencils,sharpened Pencils,2,Packs
2- Packs of pencil top erasers,pencil top erasers,2,Packs
2 — Large Pencil bags (no pencil boxes please),Large Pencil bags,2,boxes
2 — Boxes of Crayons (Crayola 24 count only),Crayons,2,Boxes
1— Packages of Colored Pencils (Crayola),Colored Pencils,1,Packages
"2 — Expo Marker (1 chisel point, 1 thin)",Expo Marker,2,
2 — Packages of notebook paper (wide -ruled),notebook paper,2,Packages
"7 — One Subject Spiral Notebooks (solid colors only, wir",One Subject Spiral Notebooks,7,
"6 — Pocket folders with prongs — one red, one orange, r",Pocket folders,6,
green
1— Computer Compatible Set of Headphones (last year,Computer Compatible Headphones,1,Set
1— Box of tissues,tissues,1,Box
2 — Pairs of child's scissors,Pairs child scissors,2,
Items that would be appreciated b
"Gallon size and sandwich size Ziploc Bags, Clor",size and sandwich size Ziploc Bags,1,Gallon
"packs of cardstock (white or colored), colored co",colored,1,packs
