Grade 3d EM-nbetth Lane Elementary School 3rd Grade Supply List SY 2017-2018 2017-2t,,
Students who pre -ordered simply packets mil rye their supplies at school in August Students in grades 1-5 will Ix,,
charge in August Individual teachers may request additional supplies specific to their r needs after the first (Jaya,,
1:1 Package(s) of Post -it Notes lcnry,Package Note,1
"© 2"" 3 -Ring Binder with upper r atop Sleeve",Ring Binder,2
"Mead Mead® Five Stara Spiral Notebook W ide Ruled w/2 -pockets, 100 count",Spiral Notebook,5
101 fThod Mead+:' Five Stara Spiral Notebook Wide Ruled - 3 Subjects 150 count, Spiral Notebook,5
:1-,,
QPink Eraser large,,
"101 Pocket Folders,, Plastic",Pocket Folders,101
"uFiller Paper, W ide Ruled pack, notebook paper", notebook,1
El Glue Sticks,Glue Sticks,Multiple
Colored Pencils - Box of 12,Colored Pencils,12
la Zipper Pencil/Supply P fvf 3-R131 Binder,Zipper Pencil Binder,1
"1 ,t 1 ► r tiers Yellow",,
"#2 Yello ,r ood Pencils Sharpmed with Fr2sers.24 Pack",Pencils,2
"Write On Dividers pack, (tai?(caLl""-_-!rti2StiC;,wich pockets",,
Composition Note '''xolkWide Bound M2 rble,Composition Note,1
Cap Erasers,Cap Erasers,Multiple
"Pens, Red",Pens Red,Multiple
I Pencil Sharpeners,Pencil Sharpeners,Multiple
_,,
"two -pocket, three ring Boilers (one each of btue, red, green)",Boilers,1
"Gil st `c, with cove -",,
